#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf J      H      Ks       Mact
 1   6.95  0.37  1.72996  0.934 3.888  4.240 10.15  0.034 0.84 12.172 12.146 12.208 12.108 12.171 12.272 12.128 11.582 11.489 11.466  1.730 
 1   6.97  0.07  0.88789 -0.421 3.709  4.587  9.05  0.029 0.00 14.872 14.907 15.553 14.829 14.631 14.542 15.374 13.538 13.086 13.021  0.888 
 1   7.01 -0.23  1.53562  0.814 3.898  4.348  9.00  0.028 0.00 11.734 11.783 11.754 11.763 11.867 11.989 11.706 11.340 11.289 11.272  1.536 
 1   7.01 -0.23  4.86371  2.702 4.237  4.315 10.55  0.036 0.00  8.565 10.283  9.941 10.330 10.632 10.902 10.059 10.514 10.610 10.654  4.864 
 1   7.01 -0.11  1.68195  0.950 3.916  4.322  8.25  0.024 0.86 10.192 10.234 10.207 10.215 10.315 10.434 10.161  9.779  9.717  9.699  1.682 
 1   7.01  0.25  2.89522  1.818 4.055  4.247  9.65  0.032 1.00  9.132  9.754  9.478  9.784 10.040 10.243  9.558  9.769  9.829  9.842  2.895 
 1   7.07  0.33  3.18390  1.978 4.083  4.240 10.80  0.036 0.00 10.626 11.393 11.104 11.427 11.692 11.909 11.195 11.453 11.521 11.541  3.184 
 1   7.09 -0.11  2.85964  1.849 4.085  4.333  7.65  0.020 0.00  7.798  8.603  8.314  8.636  8.900  9.117  8.398  8.661  8.728  8.747  2.860 
 1   7.09 -0.01  0.82642 -0.558 3.693  4.632  9.15  0.029 0.00 15.315 15.392 16.106 15.315 15.086 14.974 15.960 13.931 13.428 13.357  0.826 
 1   7.15  0.13  1.52548  0.705 3.850  4.265  9.55  0.031 0.00 12.559 12.533 12.646 12.490 12.518 12.598 12.551 11.879 11.753 11.730  1.525 
 1   7.17 -0.09  0.80251 -0.590 3.691  4.644 10.10  0.034 0.95 15.715 15.822 16.576 15.747 15.500 15.373 16.449 14.309 13.778 13.702  0.803 
 1   7.17  0.07  3.99911  2.369 4.158  4.248 10.05  0.034 0.00  8.897 10.111  9.795 10.151 10.433 10.679  9.900 10.261 10.343 10.376  3.999 
 1   7.21 -0.27  1.11840  0.145 3.799  4.482  9.80  0.033 0.00 14.208 14.198 14.468 14.145 14.082 14.098 14.324 13.283 13.038 13.008  1.118 
 1   7.21  0.07  3.72083  2.250 4.137  4.254  9.60  0.032 0.00  8.744  9.837  9.528  9.875 10.152 10.391  9.629  9.962 10.041 10.070  3.721 
 1   7.21  0.51  1.97284  1.165 3.934  4.250  8.95  0.028 0.00 10.808 10.875 10.749 10.871 11.042 11.198 10.741 10.611 10.616 10.601  1.973 
 1   7.23  0.01  0.96952 -0.229 3.738  4.551 10.10  0.034 0.00 15.442 15.435 15.947 15.363 15.213 15.161 15.747 14.226 13.851 13.800  0.970 
 1   7.23  0.17  1.02641 -0.134 3.743  4.504 10.70  0.036 0.00 15.806 15.786 16.290 15.710 15.570 15.528 16.090 14.605 14.252 14.202  1.026 
 1   7.25 -0.17  1.70603  0.995 3.930  4.340  9.50  0.031 0.00 11.782 11.888 11.774 11.884 12.039 12.186 11.758 11.583 11.576 11.559  1.706 
 1   7.25 -0.17  8.34225  3.635 4.346  4.054 10.15  0.034 0.00  5.832  8.185  7.801  8.243  8.575  8.879  7.944  8.540  8.659  8.723  8.342 
 1   7.29 -0.07  0.96379 -0.223 3.740  4.549 10.20  0.034 0.00 15.527 15.523 16.023 15.453 15.304 15.254 15.823 14.322 13.949 13.898  0.964 
 1   7.29  0.27  1.43353  0.571 3.827  4.278 10.20  0.034 0.00 13.543 13.494 13.690 13.440 13.431 13.488 13.566 12.731 12.566 12.539  1.434 
 1   7.31 -0.25  1.14263  0.186 3.803  4.466 10.10  0.034 0.87 13.947 13.937 14.239 13.882 13.806 13.811 14.086 12.977 12.710 12.677  1.143 
 1   7.33 -0.35  0.86307 -0.343 3.737  4.611 10.70  0.036 0.98 15.615 15.630 16.133 15.565 15.404 15.344 15.931 14.402 14.013 13.960  0.863 
 1   7.33  0.01  0.18463 -1.794 3.504  4.372  4.75  0.007 0.82 13.568 14.598 16.523 15.042 13.835 13.127 16.305 11.674 11.153 10.910  0.151 
 1   7.35  0.11  5.37213  2.875 4.227  4.149 10.25  0.035 0.00  7.833  9.455  9.110  9.502  9.804 10.075  9.233  9.689  9.785  9.830  5.372 
 1   7.35  0.39  1.22749  0.246 3.787  4.374 10.15  0.034 0.00 14.305 14.241 14.591 14.171 14.100 14.114 14.420 13.285 13.043 13.007  1.227 
 1   7.37 -0.21  1.55991  0.840 3.901  4.342  9.20  0.029 0.00 11.870 11.923 11.885 11.904 12.013 12.139 11.840 11.495 11.449 11.432  1.560 
 1   7.37 -0.05  1.14799  0.157 3.787  4.433  9.30  0.030 0.00 13.676 13.644 13.964 13.585 13.509 13.515 13.802 12.680 12.417 12.383  1.148 
 1   7.37  0.09  1.66620  0.882 3.886  4.266 11.90  0.038 0.71 14.267 14.273 14.333 14.240 14.295 14.385 14.257 13.680 13.562 13.538  1.666 
 1   7.39 -0.17  3.68749  2.278 4.156  4.297 14.30  0.038 0.00 13.376 14.605 14.294 14.644 14.923 15.166 14.395 14.743 14.823 14.854  3.687 
 1   7.39 -0.13  3.05296  1.967 4.104  4.316  9.95  0.033 0.00  9.802 10.721 10.429 10.756 11.022 11.244 10.517 10.796 10.866 10.887  3.053 
 1   7.39 -0.03  4.64972  2.635 4.201  4.221 11.00  0.037 0.00  9.183 10.669 10.339 10.712 11.005 11.265 10.452 10.864 10.954 10.993  4.650 
 1   7.39  0.13  1.77929  1.001 3.906  4.257 10.90  0.036 0.00 13.169 13.207 13.158 13.190 13.312 13.444 13.117 12.810 12.777 12.759  1.779 
 1   7.39  0.19  1.25870  0.305 3.794  4.356  9.40  0.031 0.00 13.407 13.354 13.661 13.292 13.231 13.251 13.502 12.434 12.199 12.166  1.259 
 1   7.41 -0.21  0.56501 -1.175 3.623  4.804  6.05  0.011 0.93 13.134 13.472 14.631 13.441 12.994 12.731 14.629 11.534 10.882 10.760  0.565 
 1   7.41  0.21  0.87991 -0.468 3.697  4.585  7.40  0.018 0.00 13.340 13.388 14.101 13.305 13.088 12.986 13.948 11.955 11.478 11.407  0.880 
 1   7.45  0.27  0.10376 -2.071 3.478  4.383  3.35  0.004 0.00 13.296 14.600 16.874 15.293 13.778 12.899 16.616 11.322 10.811 10.547  0.104 
 1   7.45  0.31  1.40781  0.537 3.822  4.285 12.25  0.038 0.00 15.677 15.625 15.841 15.569 15.552 15.604 15.710 14.839 14.666 14.638  1.408 
 1   7.47 -0.31  6.61912  3.296 4.301  4.115 10.85  0.036 0.00  7.380  9.491  9.125  9.544  9.863 10.152  9.258  9.793  9.901  9.955  6.619 
 1   7.47 -0.11  3.79745  2.319 4.156  4.268 10.75  0.036 0.00  9.723 10.944 10.631 10.983 11.263 11.506 10.733 11.083 11.164 11.196  3.797 
 1   7.47 -0.09  1.45790  0.674 3.860  4.315  9.45  0.031 0.00 12.535 12.538 12.617 12.502 12.543 12.629 12.535 11.922 11.807 11.786  1.458 
 1   7.47 -0.03  0.84097 -0.514 3.700  4.622  9.55  0.031 0.97 14.927 14.999 15.696 14.922 14.699 14.590 15.540 13.554 13.059 12.989  0.841 
 1   7.47  0.09  1.59974  0.807 3.871  4.263 11.75  0.038 0.00 14.503 14.502 14.555 14.468 14.529 14.627 14.480 13.939 13.848 13.827  1.600 
 1   7.49 -0.13  3.18391  2.038 4.113  4.300 10.05  0.034 0.00  9.725 10.697 10.401 10.732 11.001 11.227 10.492 10.784 10.855 10.878  3.184 
 1   7.49 -0.05  1.10697  0.072 3.776  4.459  8.90  0.028 0.00 13.490 13.456 13.813 13.393 13.301 13.296 13.639 12.442 12.155 12.119  1.107 
 1   7.49  0.09  0.92093 -0.349 3.718  4.569 10.10  0.034 0.00 15.741 15.761 16.367 15.683 15.501 15.425 16.175 14.443 14.019 13.958  0.921 
 1   7.49  0.27  1.33910  0.435 3.810  4.315  9.55  0.031 0.82 12.897 12.843 13.148 12.780 12.722 12.743 12.992 11.925 11.690 11.654  1.339 
 1   7.51  0.03  1.54567  0.752 3.864  4.277 11.60  0.037 0.00 14.490 14.491 14.562 14.455 14.504 14.594 14.481 13.894 13.789 13.767  1.546 
 1   7.51  0.07  1.12652  0.083 3.773  4.446 11.35  0.037 0.00 15.914 15.879 16.258 15.813 15.718 15.710 16.078 14.849 14.561 14.522  1.127 
 1   7.51  0.19  0.66560 -0.998 3.632  4.732  8.30  0.024 0.00 15.566 15.894 17.006 15.856 15.434 15.185 17.012 13.989 13.322 13.214  0.666 
 1   7.51  0.21  1.11613  0.039 3.763  4.446 10.40  0.035 0.00 15.073 15.032 15.460 14.960 14.851 14.834 15.270 13.955 13.651 13.608  1.116 
 1   7.51  0.39  0.97568 -0.246 3.728  4.531  9.40  0.031 0.00 14.785 14.768 15.360 14.684 14.522 14.464 15.161 13.507 13.127 13.068  0.976 
 1   7.51  0.47  2.52786  1.599 4.012  4.238 11.55  0.037 0.00 12.323 12.723 12.476 12.747 12.985 13.172 12.537 12.666 12.713 12.715  2.528 
 1   7.53 -0.23  2.50458  1.670 4.060  4.355 11.40  0.037 0.00 11.996 12.689 12.419 12.721 12.972 13.174 12.492 12.697 12.755 12.767  2.505 
 1   7.53  0.13  0.98448 -0.214 3.735  4.531 10.10  0.034 0.00 15.406 15.396 15.933 15.321 15.167 15.113 15.732 14.172 13.795 13.741  0.984 
 1   7.53  0.17  2.07834  1.261 3.953  4.253  9.15  0.029 0.84 10.329 10.431 10.314 10.427 10.585 10.732 10.304 10.132 10.122 10.106  2.078 
 1   7.53  0.25  2.48702  1.573 4.008  4.238 11.05  0.037 0.00 11.888 12.279 12.038 12.303 12.536 12.718 12.093 12.206 12.251 12.250  2.487 
 1   7.55  0.21  1.19390  0.186 3.780  4.393 10.25  0.035 0.00 14.554 14.505 14.869 14.438 14.354 14.356 14.694 13.511 13.245 13.207  1.194 
 1   7.55  0.27  2.74945  1.738 4.036  4.228 11.50  0.037 0.70 11.687 12.109 11.887 12.128 12.349 12.528 11.935 12.004 12.038 12.037  2.749 
 1   7.55  0.31  0.86330 -0.508 3.692  4.594  8.35  0.024 0.81 14.033 14.159 14.987 14.084 13.812 13.668 14.878 12.582 12.039 11.954  0.863 
 1   7.57  0.03  1.17244  0.187 3.787  4.414  9.15  0.029 0.00 13.453 13.414 13.737 13.353 13.279 13.287 13.573 12.454 12.194 12.160  1.172 
 1   7.57  0.11  7.07921  3.512 4.261  3.765 10.35  0.035 0.00  6.339  8.154  7.796  8.205  8.517  8.795  7.929  8.427  8.529  8.581  7.079 
 1   7.57  0.25  1.85424  1.060 3.912  4.241 11.40  0.037 0.00 13.520 13.562 13.495 13.547 13.682 13.819 13.461 13.197 13.174 13.156  1.854 
 1   7.57  0.29  1.80639  1.016 3.903  4.238 10.75  0.036 0.00 12.980 13.000 12.959 12.979 13.100 13.232 12.915 12.598 12.565 12.546  1.806 
 1   7.57  0.33  8.68111  3.867 4.248  3.449 11.20  0.037 0.74  6.044  7.746  7.390  7.796  8.107  8.382  7.525  8.014  8.116  8.167  8.681 
 1   7.59 -0.27  1.70352  1.024 3.943  4.364 10.80  0.036 0.00 13.009 13.163 13.021 13.167 13.337 13.491 13.017 12.903 12.907 12.892  1.704 
 1   7.59 -0.25  2.90414  1.917 4.101  4.334  7.75  0.020 0.00  7.728  8.630  8.335  8.664  8.932  9.154  8.423  8.706  8.776  8.797  2.904 
 1   7.59 -0.21  3.22198  2.075 4.122  4.306 13.00  0.038 0.93 11.967 12.956 12.662 12.992 13.259 13.485 12.752 13.040 13.111 13.134  3.222 
 1   7.59  0.11  1.88574  1.105 3.928  4.268 10.70  0.036 0.00 12.709 12.794 12.682 12.790 12.947 13.094 12.667 12.492 12.486 12.469  1.886 
 1   7.61  0.07  0.95095 -0.277 3.729  4.554 10.55  0.036 0.80 15.693 15.739 16.365 15.664 15.468 15.379 16.188 14.376 13.918 13.851  0.951 
 1   7.61  0.13  0.98089 -0.222 3.734  4.533 10.40  0.035 0.85 15.311 15.336 15.940 15.259 15.077 15.000 15.758 14.016 13.586 13.523  0.981 
 1   7.61  0.19  1.68971  0.888 3.879  4.239 10.45  0.035 0.00 12.999 12.994 13.024 12.963 13.040 13.150 12.955 12.477 12.405 12.384  1.690 
 1   7.63 -0.25  0.86558 -0.376 3.728  4.608 10.25  0.035 0.00 15.960 15.977 16.516 15.909 15.739 15.671 16.312 14.713 14.307 14.251  0.866 
 1   7.63 -0.01  0.67795 -0.933 3.643  4.720  8.90  0.028 0.95 15.356 15.637 16.687 15.582 15.205 14.987 16.691 13.811 13.154 13.051  0.678 
 1   7.63 -0.01  1.62196  0.857 3.887  4.286  9.30  0.030 0.00 11.927 11.947 11.948 11.922 12.011 12.126 11.890 11.463 11.399 11.380  1.622 
 1   7.63  0.39  0.64947 -1.040 3.627  4.745  7.80  0.021 0.88 14.625 15.045 16.239 15.056 14.536 14.224 16.232 12.991 12.315 12.199  0.649 
 1   7.65 -0.19  1.00233 -0.097 3.761  4.528  7.60  0.019 0.00 12.613 12.587 12.990 12.523 12.409 12.386 12.805 11.504 11.182 11.141  1.002 
 1   7.65 -0.19  1.53918  0.810 3.893  4.334  7.75  0.020 0.74 10.267 10.289 10.322 10.261 10.324 10.420 10.255  9.725  9.614  9.592  1.539 
 1   7.65  0.13  2.37279  1.500 3.999  4.253  7.50  0.019 0.00  8.520  8.859  8.622  8.881  9.111  9.292  8.672  8.774  8.816  8.814  2.373 
 1   7.67 -0.01  2.59379  1.677 4.040  4.282  9.25  0.030 0.00  9.827 10.395 10.131 10.424 10.671 10.866 10.200 10.379 10.434 10.442  2.594 
 1   7.67  0.13  1.18526  0.189 3.783  4.400  8.80  0.027 0.95 12.468 12.420 12.783 12.354 12.267 12.267 12.608 11.418 11.144 11.106  1.185 
 1   7.67  0.31  1.53612  0.706 3.846  4.249  9.20  0.029 0.00 12.205 12.157 12.290 12.109 12.133 12.213 12.186 11.490 11.363 11.339  1.536 
 1   7.67  0.43  0.92192 -0.368 3.711  4.561  9.85  0.033 0.72 15.316 15.392 16.123 15.313 15.081 14.966 15.964 13.923 13.437 13.359  0.922 
 1   7.69 -0.01  6.78804  3.519 4.225  3.595 11.65  0.037 0.00  7.623  9.239  8.898  9.286  9.585  9.847  9.022  9.463  9.556  9.600  6.788 
 1   7.69  0.01  2.32151  1.483 4.005  4.287 11.30  0.037 0.00 12.362 12.757 12.522 12.780 13.009 13.189 12.571 12.671 12.714 12.712  2.322 
 1   7.69  0.19  0.37315 -1.724 3.565  4.941  4.45  0.006 0.00 13.529 14.226 15.763 14.436 13.566 13.056 15.629 11.739 11.171 10.978  0.373 
 1   7.69  0.33  0.90200 -0.414 3.705  4.572  8.10  0.023 0.83 13.517 13.596 14.356 13.515 13.277 13.160 14.220 12.107 11.603 11.525  0.902 
 1   7.69  0.33  0.98242 -0.230 3.730  4.526  9.05  0.029 0.00 14.395 14.377 14.952 14.295 14.136 14.080 14.753 13.129 12.751 12.694  0.982 
 1   7.71 -0.21  0.80791 -0.531 3.704  4.639  8.35  0.024 0.79 14.121 14.219 14.932 14.150 13.907 13.782 14.779 12.729 12.205 12.127  0.808 
 1   7.71 -0.21  1.04937  0.009 3.776  4.502 10.30  0.035 0.88 14.585 14.574 14.970 14.512 14.398 14.374 14.790 13.491 13.169 13.127  1.049 
 1   7.71 -0.17  1.12653  0.143 3.792  4.459 10.10  0.034 0.73 14.290 14.284 14.634 14.225 14.128 14.117 14.476 13.249 12.939 12.897  1.127 
 1   7.71 -0.11  1.88772  1.163 3.957  4.325 10.15  0.034 0.00 12.014 12.201 12.030 12.211 12.400 12.561 12.041 11.993 12.010 11.996  1.888 
 1   7.71 -0.05  1.95969  1.217 3.961  4.305 10.85  0.036 1.00 11.835 12.036 11.858 12.047 12.240 12.403 11.873 11.839 11.859 11.847  1.960 
 1   7.71 -0.03  1.11613  0.085 3.776  4.452  9.20  0.029 0.00 13.757 13.722 14.080 13.660 13.569 13.564 13.905 12.711 12.426 12.390  1.116 
 1   7.71  0.01  2.58433  1.667 4.036  4.274 14.20  0.038 0.77 14.465 14.909 14.677 14.932 15.158 15.339 14.727 14.821 14.861 14.860  2.584 
 1   7.71  0.19  1.70014  0.901 3.881  4.238 11.30  0.037 0.99 13.079 13.077 13.104 13.046 13.125 13.235 13.037 12.564 12.493 12.472  1.700 
 1   7.71  0.35  1.01905 -0.152 3.740  4.505 10.50  0.035 0.00 15.649 15.622 16.158 15.541 15.398 15.354 15.957 14.425 14.073 14.020  1.019 
 1   7.73 -0.11  1.72668  1.003 3.925  4.318  9.90  0.033 0.00 12.162 12.251 12.148 12.246 12.396 12.540 12.128 11.931 11.919 11.902  1.727 
 1   7.73  0.29  0.97035 -0.257 3.726  4.534  8.75  0.027 0.87 13.724 13.746 14.395 13.664 13.472 13.390 14.219 12.393 11.955 11.889  0.970 
 1   7.73  0.37  2.43305  1.539 3.999  4.227  8.85  0.027 0.97  9.078  9.392  9.160  9.412  9.641  9.821  9.209  9.300  9.342  9.339  2.433 
 1   7.73  0.39  0.89023 -0.442 3.701  4.579  7.25  0.017 0.00 13.125 13.155 13.870 13.068 12.859 12.765 13.713 11.744 11.287 11.217  0.890 
 1   7.75 -0.01  1.49126  0.694 3.857  4.292 10.75  0.036 0.00 13.785 13.783 13.874 13.746 13.782 13.865 13.787 13.153 13.033 13.011  1.491 
 1   7.75  0.07  0.17400 -2.132 3.518  4.829  4.80  0.007 0.00 14.901 15.887 17.769 16.301 15.134 14.452 17.556 13.020 12.495 12.257  0.174 
 1   7.75  0.45  1.08944 -0.011 3.758  4.462 10.75  0.036 0.00 15.546 15.495 15.968 15.415 15.299 15.279 15.771 14.390 14.086 14.039  1.089 
 1   7.77 -0.11  1.90096  1.176 3.959  4.323 10.85  0.036 0.00 12.679 12.876 12.703 12.887 13.078 13.239 12.715 12.673 12.692 12.679  1.901 
 1   7.77  0.05  1.28462  0.383 3.809  4.346 10.40  0.035 0.00 14.211 14.178 14.425 14.123 14.082 14.115 14.286 13.322 13.110 13.081  1.285 
 1   7.77  0.21  1.53713  0.708 3.846  4.247  9.90  0.033 0.00 12.899 12.864 12.994 12.819 12.841 12.918 12.892 12.192 12.062 12.037  1.537 
 1   7.77  0.41  2.21883  1.379 3.971  4.234 14.65  0.038 0.86 15.501 15.652 15.494 15.656 15.842 16.003 15.503 15.432 15.445 15.432  2.219 
 1   7.77  0.55  1.54327  0.716 3.847  4.246  9.75  0.032 0.00 12.730 12.667 12.805 12.616 12.645 12.729 12.697 12.012 11.894 11.869  1.543 
 1   7.79 -0.13  1.20441  0.278 3.807  4.413  8.65  0.026 0.00 12.725 12.700 12.946 12.647 12.600 12.629 12.809 11.831 11.607 11.579  1.204 
 1   7.79 -0.01  6.00271  3.299 4.201  3.668 11.20  0.037 0.00  7.723  9.199  8.867  9.244  9.536  9.790  8.986  9.396  9.485  9.525  6.003 
 1   7.79  0.31  0.97140 -0.255 3.727  4.533 10.20  0.034 0.00 15.607 15.600 16.189 15.518 15.352 15.291 15.990 14.330 13.941 13.883  0.971 
 1   7.81 -0.01  1.69395  0.938 3.903  4.287 11.25  0.037 0.79 13.351 13.380 13.397 13.353 13.429 13.532 13.335 12.849 12.757 12.736  1.694 
 1   7.81  0.05  1.58625  0.801 3.871  4.269  9.35  0.030 0.00 12.116 12.114 12.162 12.081 12.144 12.244 12.088 11.558 11.468 11.447  1.586 
 1   7.83 -0.35  1.47443  0.782 3.897  4.360  9.20  0.029 0.00 12.015 12.073 12.046 12.054 12.154 12.274 11.997 11.622 11.568 11.551  1.474 
 1   7.83 -0.25  0.83246 -0.450 3.718  4.625  7.90  0.021 0.73 13.558 13.626 14.267 13.559 13.341 13.234 14.091 12.213 11.725 11.652  0.832 
 1   7.83 -0.25  2.44603  1.643 4.052  4.336 11.75  0.038 0.00 12.412 13.059 12.793 13.089 13.337 13.534 12.863 13.052 13.108 13.118  2.446 
 1   7.83 -0.03  1.52189  0.740 3.867  4.294 10.00  0.034 0.00 12.919 12.924 12.985 12.890 12.943 13.037 12.908 12.341 12.239 12.219  1.522 
 1   7.83  0.03  3.28870  2.087 4.095  4.196 14.60  0.038 0.79 13.787 14.551 14.271 14.583 14.841 15.048 14.353 14.583 14.645 14.661  3.289 
 1   7.83  0.11  0.59916 -1.155 3.616  4.783  7.95  0.022 0.98 14.897 15.302 16.510 15.300 14.797 14.495 16.511 13.270 12.600 12.480  0.599 
 1   7.83  0.11  1.62122  0.830 3.873  4.255 10.70  0.036 0.00 13.395 13.392 13.439 13.359 13.424 13.526 13.365 12.842 12.756 12.735  1.621 
 1   7.83  0.23  1.14623  0.099 3.770  4.424 10.00  0.034 0.00 14.522 14.474 14.877 14.404 14.305 14.297 14.692 13.433 13.146 13.105  1.146 
 1   7.85 -0.11  1.91435  1.191 3.961  4.319 11.15  0.037 0.00 12.943 13.149 12.972 13.161 13.353 13.516 12.986 12.952 12.971 12.959  1.914 
 1   7.85 -0.11  1.92066  1.197 3.962  4.319 12.05  0.038 0.00 13.828 14.039 13.861 14.051 14.244 14.407 13.876 13.844 13.865 13.852  1.921 
 1   7.85  0.03  1.85543  1.094 3.931  4.283 11.80  0.038 0.00 13.836 13.937 13.819 13.934 14.093 14.241 13.806 13.641 13.636 13.619  1.855 
 1   7.85  0.09  2.39046  1.526 4.003  4.248  8.20  0.023 0.00  9.155  9.522  9.282  9.545  9.776  9.958  9.334  9.443  9.486  9.485  2.390 
 1   7.85  0.19  1.14645  0.103 3.771  4.423 10.00  0.034 0.76 14.263 14.241 14.692 14.169 14.046 14.016 14.514 13.110 12.768 12.719  1.146 
 1   7.87 -0.33  1.29194  0.482 3.847  4.402 10.80  0.036 0.00 14.365 14.388 14.505 14.350 14.362 14.430 14.412 13.696 13.547 13.526  1.292 
 1   7.87  0.05  0.88495 -0.420 3.709  4.588  9.30  0.030 0.00 15.120 15.156 15.797 15.079 14.881 14.793 15.617 13.790 13.338 13.274  0.885 
 1   7.87  0.09  1.19382  0.218 3.788  4.394 11.35  0.037 0.00 15.575 15.537 15.863 15.475 15.402 15.411 15.699 14.579 14.323 14.289  1.194 
 1   7.87  0.11  1.09002  0.010 3.763  4.465 10.20  0.034 0.87 14.494 14.472 14.938 14.400 14.271 14.236 14.746 13.327 12.984 12.936  1.090 
 1   7.87  0.13  3.90244  2.397 4.127  4.088  9.80  0.033 0.00  8.578  9.606  9.300  9.644  9.919 10.152  9.402  9.722  9.798  9.826  3.902 
 1   7.87  0.17  1.10569  0.029 3.763  4.452 10.45  0.035 0.70 14.965 14.958 15.434 14.886 14.750 14.709 15.256 13.785 13.416 13.362  1.106 
 1   7.87  0.21  0.71545 -0.873 3.645  4.691  8.70  0.026 0.78 15.288 15.613 16.702 15.580 15.155 14.902 16.695 13.707 13.056 12.948  0.715 
 1   7.87  0.23  1.22798  0.252 3.787  4.371  8.95  0.028 0.00 13.089 13.032 13.366 12.966 12.895 12.909 13.199 12.080 11.832 11.797  1.228 
 1   7.87  0.27  5.96902  3.595 3.598  0.958  8.85  0.027 0.96  4.179  4.861  5.527  4.864  4.491  4.218  5.440  2.924  2.202  2.025  5.969 
 1   7.87  0.27  3.03729  1.934 4.058  4.165 10.25  0.035 0.00 10.185 10.827 10.549 10.858 11.116 11.318 10.632 10.848 10.909 10.923  3.037 
 1   7.89 -0.23  1.06048  0.034 3.781  4.499 11.00  0.037 0.00 15.685 15.672 16.007 15.614 15.526 15.521 15.841 14.674 14.393 14.358  1.060 
 1   7.89 -0.07  0.94750 -0.255 3.736  4.558  7.50  0.019 0.00 12.908 12.895 13.407 12.824 12.672 12.619 13.207 11.682 11.300 11.248  0.948 
 1   7.89 -0.07  2.85975  1.867 4.069  4.248 10.10  0.034 0.00 10.203 10.926 10.649 10.959 11.215 11.421 10.728 10.953 11.014 11.029  2.860 
 1   7.89  0.13  1.21557  0.246 3.789  4.380 10.40  0.035 0.00 14.555 14.512 14.834 14.449 14.379 14.391 14.671 13.563 13.314 13.279  1.216 
 1   7.89  0.23  1.69501  0.895 3.879  4.234 10.65  0.036 0.90 12.655 12.636 12.709 12.598 12.652 12.747 12.626 12.050 11.951 11.928  1.695 
 1   7.89  0.23  1.40305  0.534 3.821  4.282 11.15  0.037 0.87 14.131 14.084 14.340 14.026 13.988 14.024 14.198 13.232 13.026 12.995  1.403 
 1   7.91  0.03  1.33108  0.463 3.819  4.323 10.75  0.036 0.86 13.948 13.919 14.172 13.864 13.819 13.848 14.032 13.048 12.826 12.795  1.331 
 1   7.91  0.07  1.07496 -0.010 3.762  4.475  9.15  0.029 0.76 13.689 13.682 14.159 13.611 13.473 13.430 13.980 12.504 12.131 12.078  1.075 
 1   7.91  0.13  1.08630 -0.000 3.761  4.465  9.50  0.031 0.00 14.270 14.233 14.661 14.163 14.051 14.031 14.470 13.148 12.836 12.793  1.086 
 1   7.91  0.25  1.14912  0.106 3.771  4.421 10.30  0.035 0.00 14.805 14.756 15.158 14.685 14.588 14.581 14.973 13.718 13.434 13.394  1.149 
