#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf J      H      Ks       Mact
 1   9.29 -0.41  0.26354 -1.931 3.579  5.051  5.30  0.008 0.00 14.898 15.389 16.824 15.442 14.812 14.434 16.761 13.183 12.623 12.443  0.264 
 1   9.29 -0.41  0.95980 -0.028 3.778  4.506  9.85  0.033 0.00 14.689 14.686 15.021 14.630 14.536 14.526 14.855 13.672 13.381 13.345  0.960 
 1   9.29 -0.39  1.44265  0.950 3.839  3.949 10.00  0.034 0.80 12.106 12.114 12.252 12.075 12.074 12.128 12.154 11.377 11.210 11.185  1.443 
 1   9.29 -0.39  1.13932  0.394 3.821  4.329 10.30  0.035 0.00 14.086 14.096 14.289 14.051 14.021 14.059 14.172 13.280 13.078 13.053  1.139 
 1   9.29 -0.37  0.82675 -0.374 3.732  4.605  9.55  0.031 0.00 15.256 15.271 15.781 15.205 15.042 14.979 15.578 14.032 13.637 13.583  0.827 
 1   9.29 -0.37  1.16765  0.472 3.836  4.324 12.45  0.038 0.85 15.697 15.711 15.900 15.667 15.640 15.679 15.784 14.900 14.697 14.670  1.168 
 1   9.29 -0.35  0.73753 -0.635 3.692  4.655  9.55  0.031 0.00 15.909 15.998 16.690 15.928 15.694 15.577 16.529 14.534 14.025 13.952  0.738 
 1   9.29 -0.35  1.37500  0.822 3.845  4.078  9.90  0.033 0.88 12.158 12.170 12.290 12.132 12.142 12.205 12.197 11.466 11.314 11.290  1.375 
 1   9.29 -0.35  1.97192  0.905 3.840  3.993 12.10  0.038 0.72 14.606 14.616 14.741 14.578 14.585 14.644 14.647 13.900 13.745 13.720  1.425 
 1   9.29 -0.33  1.24310  0.585 3.842  4.260  9.50  0.031 0.00 12.807 12.817 12.945 12.778 12.785 12.847 12.849 12.106 11.950 11.927  1.243 
 1   9.29 -0.33  1.04636  0.149 3.798  4.448 10.50  0.035 0.00 14.898 14.895 15.164 14.843 14.779 14.792 15.021 13.976 13.728 13.699  1.046 
 1   9.29 -0.33  1.04279  0.140 3.797  4.451 11.30  0.037 0.00 15.719 15.718 15.991 15.665 15.599 15.612 15.846 14.793 14.543 14.513  1.043 
 1   9.29 -0.31  0.87115 -0.289 3.741  4.577  9.35  0.030 0.00 14.842 14.844 15.322 14.779 14.630 14.579 15.123 13.652 13.279 13.229  0.871 
 1   9.29 -0.31  1.46871  0.954 3.834  3.931 10.25  0.035 0.79 12.371 12.371 12.523 12.330 12.324 12.375 12.420 11.618 11.445 11.419  1.469 
 1   9.29 -0.31  1.30488  0.682 3.847  4.205 10.55  0.036 0.98 12.927 12.940 13.057 12.902 12.915 12.980 12.965 12.245 12.096 12.073  1.305 
 1   9.29 -0.31  1.90830  0.942 3.835  3.946 10.60  0.036 0.77 13.014 13.014 13.155 12.974 12.975 13.029 13.055 12.278 12.114 12.088  1.461 
 1   9.29 -0.31  0.80846 -0.448 3.719  4.617 10.60  0.036 0.95 15.861 15.908 16.508 15.839 15.642 15.552 16.314 14.558 14.107 14.044  0.808 
 1   9.29 -0.31  1.36604  0.786 3.844  4.108 10.85  0.036 0.81 13.359 13.367 13.510 13.326 13.325 13.380 13.409 12.629 12.461 12.436  1.366 
 1   9.29 -0.31  1.49241  0.990 3.827  3.877 11.10  0.037 0.00 13.396 13.392 13.555 13.350 13.338 13.383 13.447 12.619 12.440 12.413  1.492 
 1   9.29 -0.31  1.17992  0.458 3.831  4.321 11.30  0.037 0.00 14.925 14.935 15.100 14.893 14.880 14.930 14.992 14.169 13.990 13.966  1.180 
 1   9.29 -0.31  1.06282  0.175 3.800  4.436 11.35  0.037 0.00 15.683 15.680 15.944 15.628 15.567 15.583 15.802 14.769 14.526 14.497  1.063 
 1   9.29 -0.31  1.21821  0.531 3.836  4.284 11.60  0.037 0.00 15.043 15.056 15.203 15.015 15.011 15.067 15.100 14.316 14.148 14.125  1.218 
 1   9.29 -0.31  1.57241  1.442 3.693  2.911 12.40  0.038 0.00 13.566 13.654 14.333 13.586 13.356 13.238 14.061 12.192 11.692 11.619  1.572 
 1   9.29 -0.29  0.84738 -0.356 3.731  4.593  9.30  0.030 0.00 14.960 14.972 15.490 14.904 14.740 14.677 15.288 13.728 13.332 13.277  0.847 
 1   9.29 -0.29  1.46121  0.931 3.836  3.959  9.45  0.031 0.00 11.891 11.887 12.024 11.846 11.849 11.905 11.925 11.156 10.994 10.968  1.461 
 1   9.29 -0.29  0.79693 -0.487 3.712  4.623  9.75  0.032 0.91 15.210 15.282 15.935 15.212 14.994 14.888 15.764 13.864 13.378 13.308  0.797 
 1   9.29 -0.29  1.24917  0.574 3.838  4.258  9.85  0.033 0.00 13.186 13.192 13.333 13.152 13.153 13.211 13.233 12.464 12.301 12.277  1.249 
 1   9.29 -0.29  1.05016  0.131 3.794  4.448 10.45  0.035 0.00 14.892 14.884 15.171 14.830 14.760 14.770 15.021 13.945 13.689 13.658  1.050 
 1   9.29 -0.29  2.18252  1.183 3.794  3.569 11.15  0.037 0.72 12.957 12.946 13.214 12.894 12.830 12.839 13.068 12.016 11.769 11.734  1.561 
 1   9.29 -0.29  1.55028  1.072 3.810  3.742 12.00  0.038 0.80 13.806 13.799 14.000 13.753 13.722 13.756 13.879 12.970 12.766 12.737  1.550 
 1   9.29 -0.29  1.44616  0.908 3.838  3.989 12.55  0.038 0.00 15.050 15.054 15.187 15.014 15.019 15.077 15.089 14.331 14.173 14.147  1.446 
 1   9.29 -0.29  1.48560  0.969 3.830  3.908 12.75  0.038 0.00 15.097 15.095 15.250 15.053 15.046 15.095 15.145 14.335 14.162 14.135  1.486 
 1   9.29 -0.27  1.35433  0.747 3.842  4.137 10.75  0.036 0.97 12.988 12.996 13.120 12.957 12.967 13.030 13.025 12.291 12.140 12.116  1.354 
 1   9.29 -0.27  0.93750 -0.147 3.757  4.533 10.85  0.036 0.00 15.988 15.982 16.401 15.920 15.795 15.763 16.212 14.870 14.536 14.492  0.938 
 1   9.29 -0.27  1.35503  0.748 3.842  4.136 11.15  0.037 0.00 14.049 14.056 14.182 14.017 14.027 14.089 14.087 13.349 13.197 13.173  1.355 
 1   9.29 -0.27  1.15335  0.366 3.819  4.357 12.05  0.038 0.00 15.906 15.908 16.111 15.861 15.829 15.867 15.990 15.087 14.884 14.858  1.153 
 1   9.29 -0.27  1.54669  1.047 3.810  3.765 12.50  0.038 0.82 14.330 14.323 14.522 14.276 14.247 14.281 14.401 13.497 13.294 13.265  1.547 
 1   9.29 -0.27  1.91039  0.874 3.839  4.023 13.40  0.038 0.75 15.984 15.988 16.119 15.948 15.955 16.014 16.022 15.270 15.114 15.089  1.432 
 1   9.29 -0.25  1.60365  2.085 3.655  2.125 10.10  0.034 0.00  9.657  9.864 10.744  9.799  9.496  9.316 10.439  8.163  7.546  7.446  1.604 
 1   9.29 -0.25  1.09419  0.211 3.801  4.414 10.30  0.035 0.00 14.542 14.532 14.795 14.479 14.420 14.438 14.653 13.627 13.387 13.358  1.094 
 1   9.29 -0.25  1.15125  0.348 3.816  4.361 10.45  0.035 0.00 14.351 14.347 14.560 14.299 14.263 14.298 14.436 13.513 13.305 13.278  1.151 
 1   9.29 -0.25  1.67296  0.686 3.841  4.185 10.90  0.036 0.79 13.948 13.960 14.089 13.920 13.928 13.990 13.992 13.249 13.095 13.071  1.324 
 1   9.29 -0.23  1.04654  0.085 3.784  4.455  6.30  0.012 0.92 10.320 10.288 10.636 10.228 10.135 10.128 10.466  9.272  8.978  8.942  1.047 
 1   9.29 -0.23  1.18346  0.413 3.821  4.328  8.50  0.025 0.00 12.237 12.224 12.417 12.177 12.153 12.195 12.299 11.422 11.226 11.201  1.183 
 1   9.29 -0.23  1.22259  0.494 3.828  4.288  8.80  0.027 0.75 12.138 12.129 12.343 12.081 12.045 12.078 12.221 11.284 11.062 11.032  1.223 
 1   9.29 -0.23  0.88718 -0.281 3.739  4.567  9.10  0.029 0.00 14.573 14.573 15.065 14.506 14.354 14.301 14.865 13.368 12.991 12.940  0.887 
 1   9.29 -0.23  1.32853  0.684 3.839  4.181  9.45  0.031 0.00 12.510 12.508 12.643 12.468 12.474 12.535 12.544 11.792 11.635 11.611  1.329 
 1   9.29 -0.23  1.59829  1.628 3.679  2.677 10.20  0.034 0.00 10.900 11.020 11.773 10.951 10.697 10.559 11.488  9.476  8.938  8.855  1.598 
 1   9.29 -0.23  1.22185  0.493 3.828  4.288 11.00  0.037 0.00 14.538 14.537 14.713 14.493 14.476 14.524 14.600 13.760 13.577 13.552  1.222 
 1   9.29 -0.23  1.41004  0.820 3.839  4.070 11.45  0.037 0.00 14.171 14.171 14.305 14.131 14.137 14.196 14.207 13.452 13.296 13.271  1.410 
 1   9.29 -0.23  1.48574  0.938 3.830  3.939 12.10  0.038 0.00 14.526 14.519 14.676 14.476 14.470 14.520 14.570 13.761 13.590 13.562  1.486 
 1   9.29 -0.23  1.58088  1.145 3.774  3.533 12.40  0.038 0.00 14.308 14.290 14.634 14.232 14.136 14.124 14.459 13.262 12.973 12.933  1.581 
 1   9.29 -0.23  1.46573  0.908 3.835  3.981 12.45  0.038 0.00 14.951 14.947 15.092 14.906 14.906 14.961 14.990 14.209 14.046 14.019  1.466 
 1   9.29 -0.23  1.86108  1.750 3.689  2.602 12.70  0.038 0.88 13.094 13.187 13.895 13.117 12.882 12.759 13.610 11.702 11.197 11.119  1.629 
 1   9.29 -0.21  0.59538 -1.086 3.631  4.770  5.85  0.010 0.97 12.632 12.929 14.019 12.882 12.480 12.246 14.016 11.065 10.408 10.295  0.595 
 1   9.29 -0.21  1.65130  1.795 3.687  2.557  9.00  0.028 0.00  9.283  9.373 10.089  9.302  9.065  8.942  9.802  7.882  7.372  7.294  1.651 
 1   9.29 -0.21  1.20447  0.451 3.823  4.306 10.00  0.034 0.72 13.484 13.480 13.710 13.430 13.386 13.413 13.583 12.608 12.373 12.341  1.204 
 1   9.29 -0.21  1.68141  0.693 3.837  4.167 11.05  0.037 0.80 14.080 14.088 14.230 14.046 14.048 14.107 14.128 13.360 13.199 13.174  1.339 
 1   9.29 -0.21  1.57903  1.090 3.810  3.731 11.35  0.037 0.00 13.395 13.376 13.596 13.327 13.289 13.317 13.467 12.523 12.312 12.280  1.579 
 1   9.29 -0.19  0.62203 -1.018 3.638  4.749  7.50  0.019 0.00 14.815 15.084 16.119 15.029 14.656 14.441 16.110 13.273 12.624 12.519  0.622 
 1   9.29 -0.19  1.05438  0.082 3.781  4.451  9.50  0.031 0.70 13.896 13.895 14.276 13.835 13.724 13.701 14.114 12.813 12.475 12.430  1.054 
 1   9.29 -0.19  2.12952  1.041 3.804  3.754  9.95  0.033 0.74 12.116 12.093 12.333 12.042 11.995 12.017 12.197 11.213 10.990 10.958  1.572 
 1   9.29 -0.19  0.85402 -0.376 3.725  4.591 10.05  0.034 0.90 15.253 15.297 15.902 15.225 15.030 14.942 15.715 13.946 13.494 13.430  0.854 
 1   9.29 -0.19  1.54350  0.999 3.813  3.826 10.35  0.035 0.00 12.623 12.603 12.815 12.555 12.522 12.554 12.689 11.767 11.562 11.531  1.544 
 1   9.29 -0.19  1.22519  0.478 3.823  4.288 10.40  0.035 0.00 13.974 13.967 14.156 13.920 13.899 13.943 14.039 13.172 12.982 12.956  1.225 
 1   9.29 -0.19  1.05987  0.095 3.783  4.446 10.55  0.036 0.00 15.083 15.066 15.395 15.008 14.924 14.923 15.230 14.079 13.803 13.769  1.060 
 1   9.29 -0.19  1.08083  0.145 3.789  4.429 10.65  0.036 0.00 15.059 15.043 15.350 14.986 14.911 14.916 15.193 14.084 13.822 13.789  1.081 
 1   9.29 -0.19  1.38449  0.760 3.837  4.112 11.05  0.037 0.93 13.366 13.362 13.515 13.320 13.317 13.373 13.410 12.621 12.455 12.429  1.384 
 1   9.29 -0.19  1.32891  0.667 3.835  4.182 11.30  0.037 0.00 14.403 14.401 14.551 14.358 14.357 14.414 14.446 13.663 13.498 13.473  1.329 
 1   9.29 -0.19  1.36058  0.721 3.836  4.140 11.50  0.037 0.00 14.467 14.465 14.612 14.423 14.423 14.480 14.509 13.731 13.568 13.543  1.361 
 1   9.29 -0.19  1.28952  0.596 3.832  4.225 11.55  0.037 0.85 14.481 14.475 14.673 14.428 14.403 14.443 14.553 13.665 13.465 13.438  1.290 
 1   9.29 -0.19  1.52886  0.979 3.818  3.861 11.55  0.037 0.00 13.872 13.856 14.052 13.809 13.784 13.821 13.932 13.042 12.847 12.818  1.529 
 1   9.29 -0.19  1.55811  1.018 3.808  3.789 12.00  0.038 0.00 14.224 14.204 14.433 14.154 14.113 14.139 14.301 13.342 13.126 13.095  1.558 
 1   9.29 -0.19  1.17381  0.366 3.814  4.342 12.05  0.038 0.97 15.247 15.238 15.473 15.187 15.143 15.172 15.340 14.377 14.158 14.129  1.174 
 1   9.29 -0.17  0.88264 -0.313 3.732  4.571  9.40  0.031 0.00 14.953 14.959 15.483 14.890 14.728 14.668 15.281 13.720 13.327 13.273  0.883 
 1   9.29 -0.17  0.97598 -0.095 3.759  4.505  9.85  0.033 0.00 14.857 14.842 15.259 14.778 14.658 14.630 15.070 13.741 13.413 13.370  0.976 
 1   9.29 -0.17  0.78644 -0.562 3.697  4.629 10.05  0.034 1.00 15.479 15.554 16.238 15.481 15.256 15.147 16.073 14.113 13.619 13.549  0.786 
 1   9.29 -0.17  0.92269 -0.216 3.744  4.542 10.20  0.034 0.79 15.210 15.239 15.777 15.171 14.999 14.929 15.595 13.962 13.538 13.479  0.923 
 1   9.29 -0.17  0.88061 -0.318 3.731  4.573 10.55  0.036 0.78 15.834 15.887 16.482 15.818 15.623 15.534 16.301 14.537 14.077 14.010  0.881 
 1   9.29 -0.17  1.04019  0.045 3.776  4.460 10.60  0.036 0.00 15.259 15.239 15.594 15.179 15.084 15.075 15.421 14.219 13.929 13.892  1.040 
 1   9.29 -0.17  1.50723  0.939 3.824  3.919 11.75  0.038 0.80 13.878 13.864 14.050 13.818 13.799 13.842 13.933 13.070 12.883 12.855  1.507 
 1   9.29 -0.17  1.51933  0.956 3.821  3.892 12.00  0.038 0.00 14.379 14.363 14.552 14.317 14.295 14.337 14.434 13.562 13.373 13.344  1.519 
 1   9.29 -0.17  1.40484  0.784 3.836  4.091 12.70  0.038 0.00 15.511 15.505 15.653 15.463 15.464 15.521 15.549 14.772 14.610 14.584  1.405 
 1   9.29 -0.17  1.52555  0.965 3.819  3.878 12.95  0.038 0.00 15.308 15.291 15.486 15.244 15.220 15.259 15.366 14.482 14.289 14.259  1.526 
 1   9.29 -0.15  0.72396 -0.746 3.670  4.668  5.55  0.009 0.00 12.185 12.322 13.151 12.250 11.972 11.824 13.072 10.726 10.151 10.068  0.724 
 1   9.29 -0.15  0.73079 -0.727 3.672  4.664  8.10  0.023 0.00 14.687 14.825 15.641 14.752 14.478 14.333 15.551 13.240 12.671 12.589  0.731 
 1   9.29 -0.15  0.58980 -1.116 3.626  4.777  8.30  0.024 0.72 15.511 15.880 17.054 15.860 15.392 15.110 17.048 13.901 13.255 13.128  0.590 
 1   9.29 -0.15  0.88039 -0.326 3.730  4.573  9.25  0.030 0.00 14.835 14.841 15.375 14.771 14.606 14.543 15.173 13.590 13.191 13.137  0.880 
 1   9.29 -0.15  1.26608  0.535 3.824  4.249  9.35  0.030 0.00 12.784 12.768 12.953 12.721 12.703 12.749 12.837 11.981 11.795 11.770  1.266 
 1   9.29 -0.15  0.85452 -0.390 3.721  4.591  9.65  0.032 0.77 15.117 15.184 15.822 15.114 14.902 14.800 15.647 13.782 13.298 13.227  0.855 
 1   9.29 -0.15  0.89194 -0.298 3.733  4.565  9.90  0.033 0.00 15.414 15.420 15.940 15.350 15.190 15.131 15.739 14.185 13.795 13.742  0.892 
 1   9.29 -0.15  0.85048 -0.400 3.720  4.593 10.20  0.034 0.00 15.971 15.996 16.575 15.925 15.743 15.666 16.377 14.689 14.263 14.203  0.850 
 1   9.29 -0.15  1.03113  0.020 3.772  4.465 10.60  0.036 0.79 15.024 15.021 15.446 14.957 14.832 14.799 15.267 13.895 13.548 13.501  1.031 
 1   9.29 -0.15  0.95716 -0.144 3.752  4.518 10.60  0.036 0.00 15.729 15.718 16.163 15.652 15.522 15.486 15.968 14.582 14.238 14.193  0.957 
 1   9.29 -0.15  1.10904  0.190 3.792  4.407 10.60  0.036 0.00 14.895 14.876 15.173 14.819 14.749 14.759 15.019 13.932 13.677 13.645  1.109 
 1   9.29 -0.15  1.21672  0.443 3.818  4.297 10.70  0.036 0.00 14.364 14.351 14.561 14.302 14.272 14.311 14.436 13.530 13.329 13.302  1.217 
 1   9.29 -0.15  1.32100  0.636 3.831  4.192 10.90  0.036 0.00 14.079 14.071 14.236 14.027 14.019 14.071 14.126 13.314 13.141 13.116  1.321 
 1   9.29 -0.15  1.34870  0.684 3.832  4.158 11.00  0.037 0.96 13.409 13.400 13.566 13.356 13.347 13.400 13.456 12.642 12.469 12.443  1.349 
 1   9.29 -0.15  1.01580 -0.012 3.768  4.475 11.05  0.037 0.00 15.851 15.834 16.219 15.771 15.665 15.647 16.038 14.775 14.468 14.428  1.016 
 1   9.29 -0.15  1.62088  1.563 3.679  2.745 11.05  0.037 0.00 11.912 12.033 12.797 11.962 11.708 11.570 12.516 10.484  9.946  9.862  1.621 
 1   9.29 -0.15  1.49392  0.911 3.826  3.952 11.10  0.037 0.92 13.042 13.029 13.196 12.985 12.976 13.027 13.086 12.266 12.092 12.065  1.494 
 1   9.29 -0.15  1.53800  0.972 3.815  3.859 11.45  0.037 0.86 13.370 13.354 13.547 13.307 13.284 13.325 13.428 12.549 12.357 12.328  1.538 
 1   9.29 -0.13  0.65135 -0.954 3.644  4.726  7.30  0.018 0.00 14.455 14.703 15.706 14.642 14.288 14.085 15.697 12.925 12.281 12.181  0.651 
 1   9.29 -0.13  0.99832 -0.055 3.762  4.487  8.15  0.023 0.00 13.058 13.030 13.434 12.966 12.853 12.831 13.249 11.950 11.631 11.590  0.998 
 1   9.29 -0.13  1.00237 -0.046 3.763  4.484  8.55  0.025 0.76 13.188 13.187 13.645 13.122 12.983 12.939 13.468 12.016 11.641 11.590  1.002 
 1   9.29 -0.13  0.98803 -0.079 3.759  4.494  8.85  0.027 0.00 13.817 13.795 14.211 13.730 13.612 13.585 14.022 12.697 12.371 12.329  0.988 
 1   9.29 -0.13  0.85630 -0.393 3.720  4.590  9.05  0.029 0.00 14.802 14.822 15.398 14.750 14.570 14.494 15.201 13.519 13.095 13.036  0.856 
 1   9.29 -0.13  0.92998 -0.212 3.743  4.537  9.35  0.030 0.78 14.370 14.397 14.942 14.328 14.155 14.084 14.760 13.115 12.688 12.627  0.930 
 1   9.29 -0.13  1.45622  0.845 3.830  4.022  9.60  0.032 0.00 12.257 12.238 12.400 12.194 12.188 12.241 12.291 11.484 11.314 11.287  1.456 
 1   9.29 -0.13  1.26039  0.515 3.821  4.254 10.15  0.034 0.00 13.633 13.617 13.814 13.569 13.546 13.589 13.694 12.815 12.623 12.596  1.260 
 1   9.29 -0.13  1.06560  0.088 3.779  4.439 10.30  0.035 0.00 14.849 14.826 15.171 14.766 14.677 14.672 15.001 13.822 13.540 13.504  1.066 
 1   9.29 -0.13  0.93423 -0.202 3.744  4.534 10.35  0.035 0.00 15.626 15.620 16.098 15.552 15.410 15.364 15.899 14.443 14.080 14.032  0.934 
 1   9.29 -0.13  0.94012 -0.189 3.746  4.529 10.40  0.035 0.00 15.642 15.635 16.106 15.567 15.427 15.384 15.907 14.466 14.108 14.059  0.940 
 1   9.29 -0.13  1.43170  0.808 3.832  4.059 10.65  0.036 0.00 13.400 13.387 13.546 13.343 13.339 13.393 13.438 12.638 12.470 12.443  1.432 
 1   9.29 -0.13  1.26002  0.514 3.821  4.255 10.75  0.036 0.78 13.991 13.977 14.217 13.926 13.882 13.908 14.084 13.106 12.878 12.846  1.260 
 1   9.29 -0.13  1.36423  0.701 3.831  4.143 10.85  0.036 0.91 13.364 13.352 13.532 13.306 13.291 13.339 13.417 12.574 12.392 12.366  1.364 
 1   9.29 -0.13  1.09394  0.146 3.786  4.419 10.90  0.036 0.00 15.305 15.284 15.606 15.226 15.146 15.149 15.443 14.311 14.043 14.008  1.094 
 1   9.29 -0.13  1.28629  0.564 3.825  4.228 11.40  0.037 0.00 14.761 14.749 14.935 14.702 14.684 14.730 14.818 13.962 13.776 13.750  1.286 
 1   9.29 -0.13  1.61828  1.070 3.703  3.336 11.40  0.037 0.00 13.496 13.553 14.200 13.482 13.273 13.171 13.944 12.151 11.685 11.615  1.618 
 1   9.29 -0.13  1.46398  0.857 3.829  4.010 11.50  0.037 0.00 14.127 14.113 14.279 14.068 14.061 14.112 14.168 13.352 13.180 13.153  1.464 
 1   9.29 -0.13  1.48648  0.890 3.826  3.971 11.55  0.037 0.00 14.094 14.077 14.252 14.032 14.020 14.067 14.139 13.303 13.125 13.097  1.486 
 1   9.29 -0.13  1.32337  0.632 3.829  4.188 11.70  0.037 0.00 14.889 14.879 15.051 14.833 14.822 14.873 14.939 14.112 13.935 13.909  1.323 
 1   9.29 -0.13  1.85597  0.640 3.829  4.183 11.80  0.038 0.72 14.969 14.960 15.131 14.915 14.904 14.955 15.020 14.194 14.018 13.992  1.328 
 1   9.29 -0.13  1.47840  0.878 3.827  3.985 11.90  0.038 0.00 14.474 14.458 14.630 14.413 14.402 14.451 14.518 13.688 13.512 13.485  1.478 
 1   9.29 -0.13  1.19762  0.391 3.812  4.319 12.15  0.038 0.00 15.942 15.928 16.158 15.877 15.837 15.869 16.026 15.079 14.866 14.838  1.198 
 1   9.29 -0.11  1.02968  0.008 3.769  4.463  7.05  0.016 0.81 11.476 11.455 11.887 11.389 11.264 11.232 11.707 10.328  9.978  9.932  1.030 
 1   9.29 -0.11  0.82769 -0.474 3.707  4.605  9.75  0.032 0.00 15.704 15.751 16.387 15.677 15.474 15.381 16.204 14.374 13.914 13.849  0.828 
 1   9.29 -0.11  1.45675  0.837 3.828  4.023  9.80  0.033 0.80 12.200 12.179 12.368 12.131 12.112 12.157 12.250 11.385 11.196 11.169  1.457 
 1   9.29 -0.11  1.14235  0.250 3.796  4.377 10.15  0.034 0.94 13.718 13.694 14.003 13.637 13.563 13.570 13.845 12.738 12.478 12.444  1.142 
 1   9.29 -0.11  1.10632  0.167 3.787  4.408 10.45  0.035 0.00 14.801 14.778 15.095 14.720 14.643 14.648 14.934 13.812 13.548 13.514  1.106 
 1   9.29 -0.11  1.15414  0.278 3.799  4.365 10.70  0.036 0.00 14.776 14.754 15.027 14.699 14.640 14.659 14.880 13.846 13.608 13.577  1.154 
 1   9.29 -0.11  1.20019  0.388 3.810  4.316 11.00  0.037 0.00 14.801 14.783 15.020 14.732 14.690 14.721 14.885 13.927 13.712 13.684  1.200 
 1   9.29 -0.11  1.60613  1.062 3.799  3.725 11.10  0.037 0.82 12.882 12.856 13.095 12.805 12.761 12.787 12.958 11.987 11.768 11.736  1.606 
 1   9.29 -0.11  1.37941  0.716 3.830  4.126 11.40  0.037 0.00 14.379 14.365 14.534 14.320 14.312 14.364 14.423 13.605 13.432 13.405  1.379 
 1   9.29 -0.11  1.49514  0.894 3.824  3.959 11.50  0.037 0.85 13.656 13.638 13.827 13.591 13.571 13.615 13.708 12.844 12.658 12.630  1.495 
 1   9.29 -0.11  1.21765  0.425 3.813  4.297 11.90  0.038 0.97 14.951 14.934 15.171 14.882 14.840 14.870 15.036 14.076 13.860 13.832  1.218 
 1   9.29 -0.11  1.44184  0.814 3.829  4.045 12.40  0.038 0.73 14.954 14.938 15.132 14.890 14.868 14.909 15.013 14.132 13.937 13.908  1.442 
 1   9.29 -0.11  1.78273  0.972 3.810  3.845 13.30  0.038 0.87 15.638 15.615 15.839 15.565 15.528 15.559 15.708 14.767 14.559 14.528  1.552 
 1   9.29 -0.09  0.79930 -0.555 3.695  4.621  9.90  0.033 0.79 15.743 15.872 16.641 15.802 15.539 15.398 16.508 14.321 13.774 13.692  0.799 
 1   9.29 -0.09  2.04045  0.918 3.818  3.919  9.95  0.033 0.74 12.424 12.398 12.598 12.349 12.325 12.365 12.475 11.588 11.395 11.365  1.519 
 1   9.29 -0.09  1.14720  0.253 3.795  4.372 10.00  0.034 0.76 13.908 13.890 14.225 13.831 13.745 13.741 14.067 12.886 12.595 12.556  1.147 
 1   9.29 -0.09  1.49412  0.883 3.822  3.965 11.00  0.037 0.77 13.335 13.312 13.519 13.264 13.236 13.275 13.395 12.494 12.296 12.266  1.494 
 1   9.29 -0.09  1.41536  0.765 3.828  4.083 11.60  0.037 0.00 14.458 14.441 14.614 14.396 14.385 14.436 14.501 13.675 13.500 13.473  1.415 
 1   9.29 -0.09  1.16960  0.306 3.801  4.350 11.65  0.037 0.93 15.094 15.071 15.366 15.014 14.947 14.959 15.212 14.135 13.884 13.851  1.170 
 1   9.29 -0.09  1.30267  0.579 3.822  4.209 11.70  0.037 0.00 15.023 15.007 15.201 14.959 14.937 14.982 15.081 14.210 14.021 13.995  1.303 
 1   9.29 -0.07  1.24395  0.458 3.812  4.269  6.95  0.016 0.00 10.574 10.534 10.757 10.483 10.449 10.487 10.627  9.702  9.495  9.468  1.244 
 1   9.29 -0.07  0.63414 -1.018 3.635  4.743  8.45  0.025 0.74 15.424 15.769 16.899 15.741 15.298 15.032 16.895 13.832 13.184 13.066  0.634 
 1   9.29 -0.07  1.00202 -0.061 3.759  4.481  9.20  0.029 0.00 14.124 14.100 14.522 14.033 13.915 13.889 14.332 12.999 12.673 12.630  1.002 
 1   9.29 -0.07  1.46863  0.837 3.824  4.009  9.20  0.029 0.00 11.878 11.849 12.032 11.802 11.787 11.835 11.915 11.068 10.887 10.859  1.469 
 1   9.29 -0.07  0.80244 -0.553 3.694  4.619  9.40  0.031 0.00 15.552 15.628 16.331 15.553 15.326 15.215 16.176 14.175 13.676 13.605  0.802 
 1   9.29 -0.07  1.05414  0.054 3.772  4.441 10.00  0.034 0.00 14.634 14.607 14.980 14.545 14.446 14.435 14.801 13.572 13.276 13.238  1.054 
 1   9.29 -0.07  1.05737  0.061 3.773  4.439 10.60  0.036 0.00 15.217 15.192 15.562 15.129 15.031 15.020 15.384 14.159 13.864 13.826  1.057 
 1   9.29 -0.07  0.97164 -0.132 3.750  4.505 10.85  0.036 0.00 15.951 15.937 16.394 15.869 15.736 15.699 16.196 14.791 14.444 14.397  0.972 
 1   9.29 -0.07  1.94908  0.839 3.824  4.007 11.00  0.037 0.75 13.672 13.649 13.835 13.602 13.586 13.632 13.717 12.863 12.681 12.653  1.470 
 1   9.29 -0.07  1.05493  0.056 3.772  4.440 11.10  0.037 0.98 15.043 15.021 15.405 14.957 14.854 14.838 15.223 13.969 13.666 13.627  1.055 
 1   9.29 -0.07  2.00506  0.839 3.824  4.007 11.10  0.037 0.73 13.772 13.749 13.935 13.702 13.686 13.732 13.817 12.964 12.782 12.754  1.470 
 1   9.29 -0.07  1.27713  0.522 3.817  4.235 11.20  0.037 0.93 14.124 14.103 14.337 14.051 14.011 14.043 14.203 13.251 13.039 13.010  1.277 
 1   9.29 -0.07  1.21973  0.412 3.809  4.294 12.15  0.038 0.00 15.890 15.869 16.110 15.816 15.773 15.803 15.974 15.008 14.792 14.763  1.220 
 1   9.29 -0.07  1.48550  0.861 3.822  3.982 12.20  0.038 0.00 14.817 14.794 14.985 14.746 14.727 14.771 14.865 13.999 13.814 13.785  1.485 
 1   9.29 -0.07  1.59778  1.011 3.797  3.764 12.40  0.038 0.00 14.643 14.612 14.883 14.557 14.499 14.516 14.734 13.699 13.464 13.430  1.598 
 1   9.29 -0.05  0.74539 -0.720 3.670  4.657  4.75  0.007 0.00 11.319 11.451 12.284 11.376 11.101 10.955 12.209  9.859  9.286  9.204  0.745 
