Occurrence,Gamma,Tau
0.24328652948677300,-0.00013667392497221800,-0.35259834084314600
0.21865881930772900,-0.00014846266164171800,-0.29695125556186900
0.2388313358816080,-9.9459632923856E-05,-0.21455812199133300
0.20644298967634500,-0.00013989068684810600,-0.25252000455319
0.22934534291241800,-9.24832259273668E-05,-0.3009099041407310
0.2305411049183910,-9.72816816005216E-05,-0.2275886157358850
0.21370840727485400,-7.96117481472893E-05,-0.24893999337964000
0.21280003222837400,-0.00012954688972962900,-0.3055188673585850
0.22013690424160900,-0.00010964327602132300,-0.18279330963502700
0.21603224850697000,-8.94703890434065E-05,-0.1985340750385040
0.22743898852607900,-0.00021970426634793400,-0.35601347770041700
0.2315346047192340,-0.00016131504575290300,-0.24862311413696000
0.24266051737357900,-0.0001776351768411750,-0.39516318356346900
0.23037588274943600,-0.00021290450620099600,-0.17146411711588500
0.2329814028612940,-0.00018445901538985600,-0.3901010245450940
0.22377983333051700,-0.00024045097004412800,-0.3390543470831190
0.22083234912402500,-8.70241248526571E-05,-0.26593585283611700
0.21596644491955400,-0.00012632712774255700,-0.1996906228805600
0.22060370592580400,-0.00018566044441394100,-0.31158175721682300
0.21495631106492800,-0.0001291229954062990,-0.33921566824721900
0.2315134565718730,-0.0001374140965637210,-0.20636930868858300
0.22517161869185400,-0.00017420236818452000,-0.3473771406878330
0.22434375759129600,-0.00020178953197053200,-0.4020824105763060
0.23320187808180600,-7.74951444961864E-05,-0.37376782321900600
0.22763590933900800,-0.00010160561150242300,-0.208793058732817
0.24371582200175900,-6.31552473499507E-05,-0.27250390040415600
0.23817126302082100,-0.00016569162640606400,-0.2334266913944000
0.22251271127052100,-9.91967678964025E-05,-0.2903481833605990
0.22621858002138100,-0.00017813870196453500,-0.302637935118077
0.23931740907389000,-0.00017650665575715500,-0.3276532894463410
0.2233573425587300,-0.000125445623427213,-0.2878240875394600
0.22689195688180400,-0.00012362334190440000,-0.281548069991593
0.2284639150223230,-0.00016436863358323700,-0.2908288885176620
0.23113365182271400,-0.00011118114048145800,-0.22831976366679500
0.2233995172325330,-0.00011818559120245200,-0.3503697091226990
0.23225248361643900,-0.00013834810937056400,-0.3259290858459380
0.22780529795058000,-0.0001085569990377290,-0.34570402857917600
0.2250523370574550,-0.0001316216976231680,-0.22597093219296100
0.22694768522224100,-0.00012277975771170200,-0.3367731102161960
0.23295041364365000,-0.00014483925174162500,-0.3950067892525030
0.233968841497915,-0.00011620764282817300,-0.3073628499626750
0.21944847292865900,-9.76200681069332E-05,-0.20504140853586600
0.22138736087757800,-7.73802383159781E-05,-0.2832552726438040
0.20877285339737500,-0.00014427458770791000,-0.23611632424140300
0.22909434898932700,-9.74858989836296E-05,-0.28350661397852500
0.24063816050873600,-0.00013759745691173100,-0.2388657958172000
0.2174506382922360,-0.0001590371324220150,-0.24518342068148000
0.2213954213815820,-0.0001417725527974720,-0.3237133454595430
0.22553422533647800,-6.90384576033899E-05,-0.14548384508789300
0.22137577878213800,-0.00013430873458463700,-0.3077169150027240
0.22640719982479600,-0.00022697051634973200,-0.4104928719620810
0.2235957132778410,-0.0001611802169369980,-0.17749986823944600
0.23194717593378100,-0.00015230265979096100,-0.31009330509564600
0.22982834334921100,-0.00016264297329145000,-0.2080777801921820
0.22416084276160900,-0.0001642101521679500,-0.3746907783495590
0.22349868682356700,-0.00018024333987100200,-0.2422119563623010
0.2197698585304040,-9.6165079049938E-05,-0.22767152418162500
0.22813170463294900,-0.00015904380554937300,-0.21483664024142200
0.21658646040151200,-0.0001408123084768350,-0.21713802312085900
0.21664004582904400,-0.00014007349865481900,-0.34462782589540000
0.23030202830116700,-0.00017325218744807300,-0.3198726164820530
0.2265004984282250,-0.00016539189839686700,-0.3229790557724300
0.2255385509801810,-0.0001821573868751380,-0.42691295123571900
0.2302999736038020,-0.00010806088656117500,-0.29390862074662700
0.23574386659165300,-9.86106397129449E-05,-0.241165625450446
0.23713969421306500,-0.00010261227988882000,-0.3108210873038970
0.24000237591841000,-0.00015942140885044200,-0.2628375514575110
0.2336457297143610,-0.00011126292274211400,-0.3228775232576770
0.2241553982580450,-0.00018064214848212800,-0.3596545495108910
0.2311180878018850,-0.0001555984610792930,-0.2656943175070310
0.22891179708168100,-0.00013151053073093300,-0.20231085159318600
0.22581669878189800,-8.28258793092062E-05,-0.20857913987446100
0.22735476223568500,-0.00020228733993205000,-0.2609378849736310
0.23268610292341300,-0.00010434872699278000,-0.25184781419661500
0.21446875403409300,-0.0001609916451126020,-0.32318305448104100
0.23568812057620600,-0.0001242958140398040,-0.2590652651303700
0.22804751862581200,-7.20175265050214E-05,-0.3651869894137270
0.22577040646055000,-0.00011585811786109200,-0.1764982838945470
0.22920086037227000,-0.00011421149330450900,-0.38312381978687500
0.23604729093849400,-0.0001496501053910110,-0.3947967457366990
0.23023955952977000,-0.000131104831973833,-0.29851431978690100
0.22698489822247800,-0.00014664612135672500,-0.13701443674990600
0.2258780699182710,-0.00014096152372927600,-0.2829269884797310
0.2215852475919060,-0.00013222304942376500,-0.16621785741285300
0.22448246331940300,-0.0001024540960938240,-0.37451897458338000
0.2353512446295630,-0.00010740416232805800,-0.24086814577886400
0.21731302729978900,-0.0001577309487607410,-0.3393717659122920
0.22681367715182200,-0.00012342832423644300,-0.224804492625172
0.2288165058872080,-9.3503627895478E-05,-0.20188782989684400
0.21730320015865500,-0.00014781327918212600,-0.2877839004413060
0.23403473110191100,-0.00018491762054119000,-0.44635089893843800
0.22051749362308500,-0.0001983069979814760,-0.2806401131213600
0.2315134508142420,-0.00012577229717960100,-0.22639534052787600
0.23425027544832100,-0.00018770321882009600,-0.24134315898150200
0.23268546611645800,-0.00014385308615839900,-0.375003755022094
0.22391742194550700,-0.00018472458409627700,-0.3479633684610370
0.2126249493180380,-0.00012968796833016800,-0.2717791514955240
0.2279313379307330,-0.00014337844773840500,-0.1525261481698680
0.21421757800076300,-0.00016573801016315400,-0.24092926786111600
0.21996427398503100,-0.00013721008923562300,-0.3012352440097160
0.2233416871953640,-0.00015389915608043300,-0.35351578292541400
0.23813234986906200,-0.00012105378675431700,-0.3002731023361020
0.23103929417976200,-0.0001659693698973580,-0.3509311349556970
0.2319104070420470,-0.00012465545131454100,-0.2936971926569400
0.22933537487842200,-0.0001290949153971310,-0.21187936413748400
0.2357285369446460,-0.00011726817418810400,-0.3200994272441430
0.23857428335359500,-0.00019217754333497800,-0.42299312272834500
0.23226948541917100,-0.00011866216931381600,-0.25427994724024500
0.23220370477841200,-0.00013071816973039700,-0.2616502968010840
0.2253951603413630,-0.00022429072400387400,-0.27850253489874800
0.2309638043634820,-0.00013539273598423500,-0.21558983852818100
0.22622315030524600,-0.00011221957803493600,-0.29767480921747600
0.21366668531325800,-0.00013955253158632600,-0.2968931953319170
0.22813809485210400,-9.00034138964493E-05,-0.2575534840964230
0.2131951403499490,-0.0001700216052631880,-0.31997224884784500
0.2253167331411920,-9.87325476659959E-05,-0.32476747531475000
0.2186719791696110,-0.00012309883248262500,-0.31284161963567100
0.21648904730600100,-0.0001679365661228780,-0.23253590186401300
0.23032904370485500,-0.00012061216266179300,-0.3429301441377590
0.23513095877722900,-0.00014858640484378500,-0.3857052085254620
0.22779196768650100,-0.00011697669708641700,-0.3203413266796730
0.22373774818651200,-0.00013428283024801200,-0.2457021415185750
0.21291379086182100,-0.00016779868465376000,-0.26651652243270400
0.2336920034974430,-0.00012464171479345400,-0.18460539549317500
0.22365062350183700,-9.95787363493883E-05,-0.28460269923966900
0.23483896682343300,-0.00011004821759381000,-0.3374189190296430
0.21357266570903700,-0.00016001779053534200,-0.35540831571268200
0.2233983600021580,-0.0001187356884537950,-0.18611343945383800
0.22427360186768400,-0.00014160999645159800,-0.290901759445082
0.22953325536554000,-0.0001879388366972320,-0.3002147014330440
0.22972022524471700,-0.00017124420911040400,-0.3179760355489260
0.2233555876318530,-0.00013226368660821800,-0.188448702306464
0.21494361670545900,-0.00014932156135206300,-0.36168089449636400
0.24108625141586500,-0.00023438961679885600,-0.29516914242659400
0.23295852351494300,-0.00013668063588127800,-0.3844428258269510
0.23554526108809300,-0.00011919757732412400,-0.3711665443514920
0.2264908700757330,-0.0001365702698925450,-0.22917892655818900
0.22262071708333300,-0.00017247765621807900,-0.22994465911930200
0.2096710054209830,-0.0001653994742622040,-0.23243054547320700
0.2159156081314340,-0.0001371092286925330,-0.1978605140859360
0.22290119846502600,-0.00016693150075676500,-0.3018689835528290
0.23589301567637600,-9.79481449747112E-05,-0.26974550671909500
0.22847623167717800,-0.00013417915607256000,-0.3495227928902480
0.2317896594074630,-0.0001643007618805450,-0.23291258457196
0.22147782308777400,-9.55946229702947E-05,-0.2168701425077970
0.23031651780007400,-0.0001331719440454950,-0.37307746052108700
0.2329846318668640,-0.00014787922187292400,-0.3813494279824560
0.22477723228419900,-0.00011327261905430200,-0.2433127255247480
0.23906311853651500,-0.0001453594232985490,-0.2855160759950960
0.22200071467881700,-0.0002317750238876540,-0.26984101812337800
0.22864287197148000,-0.00014890081867988400,-0.23650486803300900
0.21954289843383700,-0.00014618998241158400,-0.37261964521015600
0.21092762806409700,-0.0001604100139105530,-0.2662775800074390
0.23762413168267200,-8.9234243452826E-05,-0.2642385060835520
0.22264488968289300,-0.00014008837636114900,-0.3418793584353860
0.22830598866638700,-8.41255297540545E-05,-0.32444801283207800
0.2222786277291900,-0.00011432353634133400,-0.28956450991941800
0.21463258007683800,-0.00017568966618329600,-0.22400274063259500
0.23530690927235900,-9.41857303888482E-05,-0.3301839213737530
0.23426146926070900,-0.0001458034434846250,-0.37104921591998700
0.23080896751672200,-0.00013501287974020500,-0.2632569073538130
0.22393679751062400,-0.00011535819866216700,-0.26896333088110400
0.219534635642855,-0.0001826004172879350,-0.2516340521665620
0.23392178195351700,-0.00014130913179691500,-0.22634755171631700
0.22248870074513600,-9.67611715303968E-05,-0.2852673975673300
0.24049678088002600,-8.77323404906E-05,-0.286702157140854
0.22535228364503600,-0.00012980721867091700,-0.3229497728314620
0.22338096576193900,-0.00013023850700364100,-0.26169807702443200
0.22809928046710600,-0.00012688456986755600,-0.2895867253248540
0.2314594230560460,-0.00018970720900742900,-0.4095122453743
0.22523784863081600,-0.00017383867270438200,-0.2865021257002400
0.22269931458575800,-0.00012669192543002500,-0.2349653769322320
0.22320820565948300,-8.26742825373488E-05,-0.40714392502791800
0.2299353868931490,-0.0001757426319927170,-0.30221196076068100
0.2267482514704030,-0.00010563356582638700,-0.3525992922191100
0.23284484538644000,-0.00011111822795236600,-0.3374811166092530
0.23334451073352400,-0.00012110513266470900,-0.2182521585276760
0.21462474971787200,-0.00016497105295681300,-0.22882654076871200
0.2150699055620560,-0.00016025705662683600,-0.19371532190350800
0.2162454488669790,-0.00019241359730987700,-0.24335219781824700
0.22707186096484700,-4.68410696300703E-05,-0.2648364696932170
0.22444509323120300,-0.00012486063153983600,-0.33454485674166300
0.23187196217301900,-0.0001269452487434240,-0.35918277823320000
0.22703436809566000,-0.0001504581241489810,-0.23494304501904500
0.21450046394149800,-8.77458023722413E-05,-0.19485455825463000
0.23449638625073500,-0.00012247067554193700,-0.369843188227273
0.2415715941219460,-0.00010333594590285800,-0.2860513443809070
0.22493564949009000,-0.00010280428283948000,-0.2796783831508020
0.2299586675915850,-0.00017093179692486200,-0.3496790406901950
0.2211820929887180,-0.00020572444626909600,-0.24805688491399100
0.2380788820596290,-0.00013724395831660500,-0.2530717600193210
0.22829225961043800,-0.0001246094787902450,-0.39804105482595200
0.21783571252475900,-0.0001503029248310580,-0.2982846205980020
0.21444538240865800,-0.00010098460898469600,-0.1764640823719750
0.22205511348133000,-0.00015266044394547300,-0.2817537440642850
0.22907021952922500,-7.65792585700097E-05,-0.34088150357002700
0.21497738873628500,-0.00011782103309455300,-0.10051184333403100
0.21703942469785500,-0.00014827241865152500,-0.22818598861464500
0.22809516085719800,-8.71205316940171E-05,-0.2809006243266040
0.2210672871601440,-0.00021324468896189400,-0.3073052930301780
0.2434822352495660,-0.00013533845906081500,-0.27067308201431900
0.22431584719131000,-0.00010662337037997800,-0.31470794872398100
0.22129593332359700,-0.00018539340552675300,-0.26367965803649600
0.2270112130462520,-0.0001634720044299090,-0.27061105082853100
0.21063008493333300,-5.58558489790819E-05,-0.20022379903657600
0.2357989911291750,-7.89632087159624E-05,-0.2891966834692850
0.23123653807309600,-0.00015248059957505800,-0.3932313499683900
0.2278324495771380,-0.00012089117971186200,-0.27183642770480400
0.2279996314494350,-0.00010197774634989100,-0.25010886144544600
0.22429239107668100,-0.00011647933442312700,-0.3320045471994350
0.2265447073682630,-0.00012003827895785600,-0.37911353349218200
0.2250837512801480,-0.0001428542867915860,-0.21043225279720100
0.21500151652662300,-8.4439381052271E-05,-0.4116784444120780
0.22569335962431600,-0.00018674423373294400,-0.2820163166959530
0.2202749865360990,-0.00014041742611044600,-0.3844880722271060
