Index,Occurrence,Gamma,Tau
147,0.20446539606571273,-0.00030326053105661434,-0.4124963140470222
148,0.20943323181163626,-0.0002806921392209652,-0.5179016745913879
149,0.21838293057587588,-0.00024249588613855784,-0.3702735721505835
150,0.21005581664153578,-0.00026382826524799216,-0.45088093312524624
151,0.2161801977879077,-0.0002747869397797412,-0.27281125756915886
152,0.21315919186796434,-0.0002668611455477303,-0.5254057650786623
153,0.21689150251761768,-0.00025556588456465793,-0.35579316856652776
154,0.205742406286347,-0.00021246955643708056,-0.33546067104191624
155,0.22513376450310008,-0.00030004269567239137,-0.39129947922231534
156,0.20986854693832496,-0.0002531600828914993,-0.3182184336356419
157,0.22395614419198356,-0.00023425924838303504,-0.34540883054685956
158,0.20360079563713945,-0.00022806201185646106,-0.47093558258312945
159,0.20612851694889978,-0.00022629156399424984,-0.29405963004056296
160,0.2242053469228248,-0.0002468804565225235,-0.4023430351864482
161,0.22086905000713564,-0.00025407551399540904,-0.3873493010250396
162,0.21243544272872494,-0.0002646874517126905,-0.4197801821854576
163,0.22083125210181903,-0.00031752435033600567,-0.5139717914375757
164,0.20958043844652208,-0.00018749899611143718,-0.29663012512351516
165,0.2082005918251244,-0.0003084023935456627,-0.4281427946515081
166,0.2153483211110988,-0.0002440477840335721,-0.3151842551032411
167,0.21671951575211712,-0.0002447394075193081,-0.20027301958309252
168,0.2156644242982616,-0.0002254506254647063,-0.3929408928228192
169,0.20715111342034115,-0.00021574948731561966,-0.32467526290909926
170,0.2067893182399551,-0.0002559792992091439,-0.32798097952945565
171,0.22039766984621673,-0.0002831503431016743,-0.4421457760765625
172,0.20342699330325603,-0.00028041831448127094,-0.4674440823129888
173,0.20693004970959816,-0.0002738459069133375,-0.3449658040592109
174,0.20248612560870471,-0.00027563877120725786,-0.3867149156997373
175,0.22458887490046014,-0.0002541436787375816,-0.3292662026188504
176,0.21497170073785338,-0.0002954097466268381,-0.4058109222063771
177,0.21647075957193934,-0.0002061282772470015,-0.25440166396745995
178,0.20431267937095737,-0.0002722585403915849,-0.3438633412319189
179,0.2191955389018735,-0.00026217392687175235,-0.4491401658997675
180,0.20669922997368362,-0.0002778063277534108,-0.43830889250297256
181,0.20169975062450402,-0.00024568862434795185,-0.45270419182160654
182,0.2229327467762705,-0.00019945254833370106,-0.3517003050530409
183,0.21812744518209554,-0.0003512683039818971,-0.4683755593993122
184,0.21587700208248467,-0.0002221574312586899,-0.2519722988496487
185,0.21454104997632412,-0.00024685098738508847,-0.3296203219038494
186,0.21516921586984716,-0.0002623929378965037,-0.3941998889187238
187,0.20548420445308774,-0.00032538030439133983,-0.4757131686447811
188,0.21620003973432733,-0.00025092474590667293,-0.42406487395352915
189,0.20484458118812282,-0.00023403233771523692,-0.21885230999400518
190,0.2138124239223781,-0.0002211296215299977,-0.4220120867541557
191,0.21289820634611772,-0.00029649107202973533,-0.3758365712445209
192,0.20502010119150582,-0.00024224146818239777,-0.43801135691916976
193,0.21959278289781858,-0.00027266605589144227,-0.34444497953743347
194,0.20485205837769555,-0.00024658693775824066,-0.41612512522317746
195,0.21683710885459406,-0.0002742321968798836,-0.35585384101432327
196,0.21569446075485876,-0.00026142586077247876,-0.24730711650882148
197,0.2260676001457395,-0.00024672536093264656,-0.3485206858736822
198,0.20642506396594462,-0.00023558369915243564,-0.40954432499874716
199,0.21555123349733413,-0.00024622818459847743,-0.32937854772469266
200,0.23032195457257942,-0.00026487957413251007,-0.4016079342017985
201,0.21675610202719126,-0.0002539494263801959,-0.3867260758878238
202,0.2101888171683164,-0.0001885406343215941,-0.30502872443185713
203,0.22053806262619802,-0.000304287145655819,-0.4671921798178385
204,0.2070629590633314,-0.0002814703345313487,-0.3254180603607042
205,0.21186990466276934,-0.00028860138226065123,-0.4158521944128251
206,0.2146840005163672,-0.00021450744344674838,-0.21913236206719344
207,0.20516977454680146,-0.00022109165714571924,-0.29420453932636154
208,0.2200346026471522,-0.0002311373435102054,-0.4258056469093729
209,0.20411670712430346,-0.00021626533968465263,-0.35338258428574193
210,0.20078818299864087,-0.00025654856728372856,-0.3207491818012365
211,0.21437694114472755,-0.0003152040969741438,-0.4603896587424438
212,0.20541007950393386,-0.0002556002342834149,-0.5267135442295812
213,0.2065108102873517,-0.0002691212458298327,-0.3638521889608128
214,0.19035617680339745,-0.0002736604072910346,-0.3753443392175409
215,0.2353299718930078,-0.00024396588405868657,-0.4090395236982113
216,0.2052402668383252,-0.000335378776637623,-0.41594041630740514
217,0.20873239695966916,-0.00022313948299969056,-0.3227710834158925
218,0.19713587879024919,-0.0002882434864215597,-0.4391462069786704
219,0.21716022733612855,-0.00025543621652225255,-0.4276818316678469
220,0.21009469366644057,-0.00026670762960869757,-0.47122683311205776
221,0.21427125927459967,-0.00030620166988372464,-0.44765395400932234
222,0.22074766396768591,-0.0002698919427312899,-0.41315851464013204
223,0.20399717843089255,-0.0002904225383726436,-0.32485267061814715
224,0.22095818052556482,-0.00021835977694053494,-0.3125647007503568
225,0.21336331701493483,-0.00026937211511954317,-0.41685139291289186
226,0.20528322100326524,-0.00025116410628095806,-0.3799974968814752
227,0.20747405486421627,-0.0002810794072133407,-0.46412100980510035
228,0.21396307013747018,-0.00022675102996074382,-0.4172580931576921
229,0.20646141522325606,-0.00024024316132718185,-0.21273742089432635
230,0.22590008472982337,-0.0001929038195901189,-0.3049445056982127
231,0.21719617648458595,-0.0002865688341212667,-0.34508097018424116
232,0.21234441382746228,-0.000182004907858537,-0.42013069544351933
233,0.21368998463349748,-0.00023880924294760725,-0.42424259943341114
234,0.21323020581634716,-0.00022743214519751757,-0.3885203441410964
235,0.2221053476137903,-0.00030520112999879364,-0.33260095353530794
236,0.2075116296222007,-0.0002701194179069279,-0.22528412535740938
237,0.20955559153817827,-0.00027120255185296503,-0.30975005243630516
238,0.2094760146561801,-0.0002459781688706243,-0.44972419749386516
239,0.21400742387807126,-0.00022905709087859183,-0.2567555582566683
240,0.21629004369392213,-0.00021550238080533118,-0.20961165053660613
241,0.2198842903393834,-0.0002400206522659818,-0.38194121699727596
242,0.20951743733592904,-0.00019648981289102527,-0.33831649646559303
243,0.22085673624123348,-0.0003146598940697382,-0.4735948894472598
244,0.2101441534064335,-0.0002845675428305174,-0.34913611606487266
245,0.21354622802733603,-0.0002907207946297854,-0.4235389686398401
246,0.2143816909908554,-0.0002643718393068863,-0.24949871051315708
247,0.20730230220453028,-0.00023517457275700686,-0.20594170142776413
248,0.22644698699119475,-0.00023839240570245885,-0.2475513814259337
249,0.21375486373705993,-0.00025802313904606505,-0.37977288691917915
250,0.20601131748528412,-0.00025143428808748587,-0.2999383846481967
251,0.21334472655437442,-0.0002620595163660646,-0.17199124745945327
252,0.20300328817088437,-0.0002584193563527493,-0.40685208996123695
253,0.2142677377306243,-0.00024157316802597237,-0.3184761763271567
254,0.2015439315505031,-0.00023477346008689284,-0.3234248994283481
255,0.2242612451359824,-0.00025114231625309727,-0.3462693891311405
256,0.21061852400655406,-0.000253927683734661,-0.40982504293590527
257,0.20610275348781776,-0.00021066905069328935,-0.23847357513627743
258,0.20587300933217134,-0.0002321698032260758,-0.3169946312640106
259,0.2075474308671984,-0.00024290382925444526,-0.3431681439703672
260,0.20498899406874244,-0.00030909329706337295,-0.3812839603190256
261,0.21612357725787446,-0.0002826066204313439,-0.37439302153160325
262,0.21495088923354294,-0.0002749113674174767,-0.41786199779596683
263,0.20243082852213728,-0.0003528820812887356,-0.42221933976142983
264,0.20874924466919775,-0.00022897736225878701,-0.28422291313804154
265,0.21990913168676107,-0.0002496241616769333,-0.38580069065877565
266,0.20545592500324755,-0.00025392505753394376,-0.3771743749147669
267,0.21046261490018553,-0.0002657075105922503,-0.36234308359826534
268,0.21077833125161105,-0.00023183644776687872,-0.3993607945794777
269,0.21096883037352654,-0.000247220613141782,-0.1872687402421035
270,0.22367318316519041,-0.0002474453046489706,-0.31407472868644687
271,0.2139584981180328,-0.00032070879714026125,-0.3811643810714647
272,0.22145549764268502,-0.0002310859538666492,-0.3694752082107004
273,0.21306402405437808,-0.0002523161269720084,-0.4927857384692059
274,0.21059621743299417,-0.0002687253733230792,-0.42199525022576656
275,0.2232817267007547,-0.0002858180747511243,-0.30208701077212
276,0.20504705307776444,-0.0002412396751418796,-0.2350122489450116
277,0.21042413085977602,-0.0002632550809158799,-0.34730292115992006
278,0.20614052176515368,-0.00025252286418292024,-0.5134963504125524
279,0.2113070984251914,-0.00024268426736543031,-0.37125490733553895
280,0.21528670165381886,-0.00022795484742577383,-0.25293868845711903
281,0.2165611678352629,-0.00021446449631733685,-0.39298568254316596
282,0.2127240627371345,-0.0002352209540975211,-0.36453960054165757
283,0.21428788904037877,-0.0002677576037835296,-0.38719606348375324
284,0.20993413796292903,-0.0002334699867341326,-0.3333289101968175
285,0.21346873186090076,-0.0002712777423602114,-0.4056050952367467
286,0.2087925645166654,-0.00027122319827243646,-0.31707876630260684
287,0.21223867846983863,-0.00025287785210086896,-0.29110389735873765
288,0.22214518736741445,-0.0002661884860357333,-0.3264091307671615
289,0.21605689996533206,-0.0002735392877930596,-0.41827026096947706
290,0.21019308044128404,-0.00025261412210073324,-0.33301642702464124
291,0.19871844085284018,-0.00022327162820248378,-0.13564439317719157
292,0.20770973883343824,-0.00024359313611701822,-0.35959104839155925
293,0.2198506434357616,-0.00024317555616013248,-0.41843264772474226
294,0.20828119993958577,-0.00021804641476908638,-0.21617542321724492
295,0.21814291040632883,-0.00019070326751234934,-0.28256829758118174
296,0.21593317990426908,-0.00029496815764006685,-0.4024798708489436
297,0.21297614863035885,-0.0002346672648790378,-0.27446295138104543
298,0.20556924430352191,-0.0002677596115098097,-0.3251375710290251
299,0.20981713378501088,-0.00024366810819016993,-0.4486660469557833
300,0.20869590059605347,-0.0002991580277376635,-0.3993907890369279
301,0.2090613967421308,-0.00031241566144565457,-0.45078793290494185
302,0.21769389278678092,-0.00025800537730199364,-0.38511344657863955
303,0.203586483469673,-0.0003241832191065671,-0.38437876111921987
304,0.20902985319900474,-0.00025624324351666296,-0.3235438956098484
305,0.21381037129122876,-0.00026125072423961547,-0.34490824116614033
306,0.20124016253715832,-0.00022401881353017872,-0.3213107728771755
307,0.20871166296344207,-0.0002914522152875172,-0.4430730347550876
308,0.20175491351105168,-0.00023424412256307098,-0.47286126141551843
309,0.21588460103920742,-0.00023702232510955184,-0.1845313262177426
310,0.2141773956400682,-0.00026406405511331517,-0.33808789817287266
311,0.20500296226654147,-0.00031728877889659413,-0.37408262555590516
312,0.21633350244362715,-0.0001737715061026769,-0.36055139591646634
313,0.21495736729127635,-0.0002639785173979232,-0.3155743171331171
314,0.22070109730204585,-0.00029216490243059014,-0.4734209787806046
315,0.22151329712433987,-0.00027758762310023925,-0.30507082470302677
316,0.20317972302745602,-0.000250856743607443,-0.2662345643858622
317,0.20504265874479888,-0.00025868389453198186,-0.40423060904458313
318,0.21491588457617133,-0.0002493272190389783,-0.3664756769931578
319,0.2100888292436895,-0.00027178233336493075,-0.37572255602133453
320,0.21796481584204042,-0.00022434012098631473,-0.2959728455695886
321,0.22192387387807272,-0.00017123824773278016,-0.31282871976830556
322,0.22211226362318182,-0.00022165941651010825,-0.3837330013968845
323,0.21483407198172316,-0.0002704209254184012,-0.4287557374460064
324,0.20557351957112185,-0.0002716961818262749,-0.31091020371374767
325,0.19969545428015778,-0.0002839692719283181,-0.3680365840764238
326,0.20130906371173685,-0.00026713409883605233,-0.28216118108158655
327,0.21271476712444776,-0.00027682129558119256,-0.32927423612534534
328,0.2244073030251244,-0.0002756653778828792,-0.37770976220762537
329,0.21341707228385431,-0.0002053279654921429,-0.40712645522441115
330,0.20834084109446588,-0.00025592938068645454,-0.30719484531270397
331,0.20237134915242994,-0.0002305167270829448,-0.2444328855673069
332,0.20958606987607048,-0.00026410756626199375,-0.40636729611090383
333,0.2160602170231412,-0.00023659676090744637,-0.3865695307950243
334,0.20406544502400986,-0.00021396889954765173,-0.2062980091188843
335,0.21461385780416936,-0.00020905657165412584,-0.35804838109716114
336,0.21291228741190382,-0.0003041968770398332,-0.41381537658295264
337,0.21100102233486334,-0.00021729444563911845,-0.35069962623861767
338,0.20726962305727648,-0.00028754278024402315,-0.36956418265015073
339,0.21132535667257923,-0.00024205861219022193,-0.3970911246360972
340,0.2160683254259581,-0.0002677455028432949,-0.4179706032501133
341,0.21010140738022604,-0.0002639874954705224,-0.394875871261255
342,0.22077328592713247,-0.0002429500905966759,-0.46143664086568287
343,0.21536750497689472,-0.0003028463043660839,-0.35810767730491905
344,0.20609567039174742,-0.00021883689743783095,-0.24595837334943177
345,0.2113156238067162,-0.0002522997330687662,-0.43085780619827996
346,0.19915964654028795,-0.0002724278719674138,-0.3600974524404399
347,0.20973384520606497,-0.0002954035043418408,-0.49175297741705415
348,0.2021988248062042,-0.00023521006108630975,-0.45044713150844995
349,0.21390400941909615,-0.00023643403250365804,-0.21403987359994636
350,0.21817999170595043,-0.00025778774816685837,-0.38653756434563236
351,0.20823179759853871,-0.00034848710229647747,-0.4171629095181761
352,0.212242131360881,-0.0002366145896056723,-0.35785722378078194
353,0.2137526353554361,-0.0002927995297219764,-0.42122637126494245
354,0.2193760204192295,-0.00027122484884690686,-0.5197286481159114
355,0.21660798212467358,-0.00029075122413319855,-0.23232934292466134
356,0.20830029355517993,-0.000234368865522928,-0.25901525146038235
357,0.21746093124433163,-0.00025960740210157103,-0.41494320448844435
358,0.20966511035939334,-0.00024492392943293494,-0.35434101824578984
359,0.20918924658047566,-0.0002633221405821565,-0.34288059398411525
360,0.21825635781447522,-0.0002400094527004484,-0.3474405705436125
361,0.2117201068543969,-0.00021274401064060134,-0.3325184992120185
362,0.22535947055116312,-0.0002536161639707371,-0.4348805194469633
363,0.2131236204591599,-0.00023031059743316455,-0.2976753953061497
364,0.20383777490728422,-0.00023202096952766585,-0.35340080133816226
365,0.20647261849083448,-0.000230080083866235,-0.3944421315609999
366,0.20934474735959796,-0.0002621805469402826,-0.3581334331447216
367,0.2110355544930404,-0.0002541788356816708,-0.35375382901374536
368,0.22463405648968032,-0.0002856730250209296,-0.33655290706451507
369,0.22173886196554443,-0.00020463473382434355,-0.4201236361686341
370,0.22292628052453595,-0.0002918012742016038,-0.4238382495708352
371,0.2087559627719538,-0.0002516565988559792,-0.36398346280081884
372,0.21507818187401534,-0.00018244180264107818,-0.5063701401298719
373,0.22321748650674944,-0.00023952203596542957,-0.4156462096451568
374,0.21821420614854664,-0.00026818597060958586,-0.20526314687285263
375,0.2166868020249496,-0.00019148646061900815,-0.46347428934090823
376,0.2124475005720915,-0.00031940256827034337,-0.43561122740962743
377,0.21386568523098282,-0.00019887476922731794,-0.37864300439161114
378,0.20686603616355603,-0.00023528985567112273,-0.3900337260392313
379,0.21719498388945319,-0.00025342325492964707,-0.4514972891014436
380,0.21516110591114168,-0.0002625269891927663,-0.4735860279403787
381,0.20695392712830712,-0.0002888713905436767,-0.41054880284897854
382,0.21009566554481718,-0.00023223548919045693,-0.442644387176563
383,0.21232293517171869,-0.00033464826400545145,-0.34287117273010903
384,0.20608665106314417,-0.00022895144955730368,-0.24958777127051218
385,0.20540613762891652,-0.0003247860236045262,-0.45035170988128254
386,0.21271797818081328,-0.00028553178997907424,-0.33389034631824444
387,0.2106775583450599,-0.00022495502782315572,-0.3344538620232014
388,0.20419875435286744,-0.00021724301325550113,-0.4652691823939161
389,0.21036288982500334,-0.00024223607877208044,-0.03226733451600694
390,0.21739719526119217,-0.0002374065990435007,-0.3512122673544487
391,0.21415794427630475,-0.00024335309681329162,-0.3725183858556441
392,0.20498940176321662,-0.00019963076134765835,-0.2732119395942223
393,0.1992320328120224,-0.0002920406285390721,-0.3584114250525919
394,0.2172992775045633,-0.00027462853626071857,-0.39078855217947506
395,0.22046931411798915,-0.0002793655572078241,-0.3580598713877707
396,0.20719178577815467,-0.00026332707832718626,-0.2854046888579698
397,0.21445708689394066,-0.00026795178907778905,-0.39877966185346564
398,0.2074186442653576,-0.0002366386683317754,-0.28512272397173877
399,0.20852549524000652,-0.0002698100219158848,-0.34699442061243074
400,0.21511049273893051,-0.00024175129958488702,-0.3282563081509059
401,0.20696561094745053,-0.0002164142946372293,-0.3290428123125045
402,0.22419383292333755,-0.00025902346879830827,-0.3918814907613033
403,0.20193724322496032,-0.0002545301559575254,-0.28154103392227675
404,0.20249371697792462,-0.00026859001924561603,-0.3380723097616204
405,0.20547979803894378,-0.00024009531576458284,-0.3209854147805944
406,0.21011485425441023,-0.000227051633425211,-0.30562348989675286
407,0.20629885465908804,-0.00021003588675316205,-0.31506286814572276
408,0.2176513179049343,-0.00024345840569277587,-0.34949026525300814
409,0.21985738669591653,-0.00021411246549565903,-0.40945516422582356
410,0.21451858612099395,-0.0003271674382595066,-0.36086315174290895
411,0.2143022156009402,-0.00028073154343702687,-0.3602013086856034
412,0.21296556199560146,-0.0002079526384462857,-0.4457559378120277
413,0.21321069762436623,-0.00030187085200095246,-0.4554156987279976
414,0.21261541615568352,-0.00028666356873456887,-0.3418776689921397
415,0.21246962299242933,-0.00022536506381406953,-0.33171403353800755
416,0.20757604697640114,-0.00028884615675616837,-0.40561566773497376
417,0.20354237159726551,-0.0002224728856354628,-0.3788391725063182
418,0.21555177655806435,-0.0002377966104169001,-0.3177485966106953
419,0.21812588254586968,-0.00025454145803647274,-0.43561124663686834
420,0.20900312088402717,-0.0002692755675722104,-0.44579548827501825
421,0.20786579760031926,-0.0003082574284450964,-0.4395203001068382
422,0.21167338677901532,-0.00024240450301072052,-0.437862926223757
423,0.22030998841874933,-0.0003159453141298907,-0.4613404304260873
424,0.20700857641702608,-0.0002419572884808172,-0.2496252291425372
425,0.20482764883829319,-0.00028590446471393814,-0.37426324159664737
426,0.20910637723624104,-0.00028437927235482643,-0.38352883807113275
427,0.2014565490335638,-0.00027126237705962894,-0.3543846681108034
428,0.20428521212241207,-0.00020713794583924797,-0.4153285906910828
429,0.21127120342239847,-0.00024249810897208608,-0.2813992101105482
430,0.21144839030471052,-0.0002771038052241851,-0.31564657202366286
431,0.21627166570292494,-0.0002528879140010186,-0.3727943380296695
432,0.20369326138145383,-0.00019368763882884196,-0.1817148142072057
433,0.2057853060350076,-0.00028594100953476155,-0.3689911385571996
434,0.2103811427425945,-0.0002865348576080526,-0.3595909107421918
435,0.2253331549393397,-0.00025414670851732306,-0.3114119518116178
