#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf J      H      Ks       Mact
 1   7.49  0.03  0.63826 -1.043 3.630  4.752  8.85  0.027 0.91 15.641 15.994 17.143 15.963 15.519 15.255 17.151 14.050 13.380 13.266  0.638 
 1   7.49  0.07  0.91189 -0.364 3.717  4.575  7.90  0.021 0.00 13.580 13.593 14.199 13.516 13.333 13.257 14.010 12.274 11.846 11.786  0.912 
 1   7.49  0.09  1.74894  0.976 3.904  4.267  7.60  0.019 0.00  9.930  9.955  9.905  9.936 10.058 10.191  9.864  9.557  9.523  9.505  1.749 
 1   7.51 -0.09  1.51153  0.743 3.873  4.312  9.35  0.030 0.00 12.263 12.275 12.317 12.244 12.307 12.406 12.247 11.720 11.629 11.609  1.512 
 1   7.51 -0.05  1.34683  0.506 3.831  4.330 11.20  0.037 0.93 14.131 14.114 14.313 14.065 14.043 14.087 14.191 13.315 13.124 13.098  1.347 
 1   7.51  0.21  0.86456 -0.505 3.692  4.593  8.60  0.026 0.00 14.632 14.703 15.449 14.621 14.391 14.279 15.311 13.233 12.738 12.664  0.865 
 1   7.55 -0.17  0.59693 -1.103 3.629  4.778  8.40  0.025 0.98 15.207 15.526 16.637 15.481 15.068 14.827 16.637 13.638 12.975 12.860  0.597 
 1   7.55  0.13  0.63001 -1.080 3.624  4.760  7.25  0.017 0.00 14.719 15.072 16.224 15.043 14.596 14.330 16.235 13.122 12.446 12.333  0.630 
 1   7.55  0.19  1.69489  0.894 3.880  4.240 10.10  0.034 0.00 12.635 12.631 12.656 12.600 12.680 12.791 12.589 12.120 12.050 12.029  1.695 
 1   7.55  0.31  3.77316  2.284 4.125  4.176 10.75  0.036 0.00  9.810 10.808 10.501 10.846 11.122 11.357 10.605 10.925 11.003 11.031  3.773 
 1   7.57 -0.27  0.51597 -1.292 3.615  4.848  7.60  0.019 0.00 15.601 15.955 17.141 15.931 15.468 15.193 17.133 13.993 13.352 13.224  0.516 
 1   7.57 -0.25  0.74670 -0.678 3.684  4.670  8.30  0.024 0.80 14.406 14.560 15.375 14.493 14.208 14.052 15.268 12.955 12.384 12.296  0.747 
 1   7.57 -0.23  0.87742 -0.357 3.729  4.601  9.30  0.030 0.00 14.962 14.973 15.503 14.904 14.737 14.673 15.301 13.719 13.318 13.263  0.877 
 1   7.57 -0.21  0.98048 -0.137 3.757  4.542 11.20  0.037 0.87 15.848 15.851 16.322 15.785 15.642 15.595 16.129 14.671 14.303 14.254  0.980 
 1   7.57 -0.15  3.21119  2.057 4.115  4.295 10.90  0.036 0.74 10.224 11.089 10.806 11.123 11.383 11.597 10.888 11.137 11.201 11.218  3.211 
 1   7.57 -0.05  3.27820  2.072 4.110  4.266 11.40  0.037 0.00 10.989 11.940 11.646 11.976 12.244 12.468 11.737 12.023 12.094 12.117  3.278 
 1   7.57  0.11  2.01094  1.217 3.950  4.270  9.60  0.032 0.00 11.328 11.471 11.309 11.478 11.664 11.823 11.316 11.251 11.266 11.252  2.011 
 1   7.57  0.19  2.43929  1.538 4.001  4.238  6.40  0.013 0.00  7.326  7.668  7.425  7.690  7.924  8.107  7.479  7.594  7.638  7.638  2.439 
 1   7.57  0.21  2.90855  1.837 4.052  4.219 12.65  0.038 0.00 12.827 13.446 13.173 13.476 13.730 13.930 13.251 13.454 13.512 13.524  2.909 
 1   7.57  0.39  1.98791  1.181 3.936  4.245  9.95  0.033 0.90 11.226 11.278 11.189 11.266 11.413 11.558 11.166 10.948 10.934 10.916  1.988 
 1   7.59 -0.11  0.84205 -0.481 3.707  4.620 10.10  0.034 0.71 15.845 15.942 16.640 15.873 15.635 15.512 16.476 14.465 13.954 13.875  0.842 
 1   7.59  0.19  0.99672 -0.196 3.735  4.519  9.45  0.031 0.00 14.711 14.696 15.237 14.618 14.466 14.414 15.036 13.473 13.100 13.045  0.997 
 1   7.61 -0.05  4.71641  2.697 4.200  4.161 11.40  0.037 0.97  8.735 10.197  9.869 10.240 10.532 10.789  9.981 10.387 10.475 10.514  4.716 
 1   7.61  0.11  1.26018  0.327 3.800  4.358  9.85  0.033 0.00 13.803 13.759 14.040 13.701 13.646 13.671 13.890 12.863 12.636 12.605  1.260 
 1   7.61  0.35  0.73116 -0.834 3.649  4.680  9.50  0.031 0.94 15.723 15.996 17.046 15.940 15.563 15.347 17.042 14.175 13.536 13.435  0.731 
 1   7.63 -0.05  2.03260  1.283 3.973  4.303 12.80  0.038 0.89 13.841 14.039 13.871 14.048 14.235 14.395 13.882 13.825 13.840 13.827  2.033 
 1   7.63  0.01  2.42088  1.554 4.019  4.288  9.70  0.032 0.00 10.584 11.041 10.793 11.067 11.304 11.490 10.851 10.985 11.033 11.035  2.421 
 1   7.63  0.05  7.64589  3.780 4.208  3.321 11.55  0.037 0.00  6.870  8.378  8.043  8.422  8.717  8.972  8.166  8.586  8.675  8.718  7.646 
 1   7.63  0.17  0.94282 -0.315 3.719  4.551 10.15  0.034 0.00 15.708 15.721 16.329 15.642 15.463 15.389 16.136 14.411 13.995 13.934  0.943 
 1   7.63  0.21  2.65020  1.678 4.024  4.226 11.15  0.037 0.00 11.724 12.200 11.945 12.227 12.468 12.656 12.010 12.158 12.209 12.213  2.650 
 1   7.65 -0.35  0.69792 -0.776 3.671  4.690  8.65  0.026 0.00 15.361 15.507 16.311 15.438 15.161 15.012 16.211 13.918 13.347 13.263  0.698 
 1   7.65 -0.05  1.48763  0.701 3.862  4.303  9.60  0.032 0.00 12.618 12.619 12.695 12.584 12.628 12.716 12.613 12.012 11.901 11.880  1.488 
 1   7.65 -0.01  1.34856  0.497 3.826  4.320 11.00  0.037 0.74 14.320 14.302 14.536 14.250 14.211 14.241 14.406 13.442 13.215 13.183  1.349 
 1   7.65 -0.01  2.24414  1.432 3.998  4.296 14.05  0.038 0.00 15.240 15.603 15.375 15.625 15.849 16.027 15.420 15.502 15.542 15.538  2.244 
 1   7.65  0.15  1.11596  0.049 3.766  4.448  9.40  0.031 0.00 14.048 14.006 14.416 13.937 13.832 13.819 14.230 12.946 12.647 12.605  1.116 
 1   7.65  0.15  1.28247  0.357 3.802  4.343 10.85  0.036 0.00 14.728 14.684 14.962 14.625 14.574 14.601 14.812 13.797 13.575 13.544  1.282 
 1   7.67 -0.09  1.17518  0.217 3.796  4.422 10.90  0.036 0.71 14.934 14.924 15.258 14.865 14.778 14.773 15.104 13.915 13.618 13.577  1.175 
 1   7.67  0.09  2.52394  1.616 4.022  4.257 10.75  0.036 0.00 11.481 11.952 11.701 11.978 12.217 12.404 11.762 11.902 11.951 11.955  2.524 
 1   7.67  0.11  0.74156 -0.791 3.657  4.672  9.00  0.028 0.00 15.747 15.953 16.899 15.882 15.562 15.385 16.870 14.247 13.634 13.542  0.742 
 1   7.67  0.55  2.68262  1.700 4.027  4.221  8.75  0.027 0.00  9.270  9.731  9.467  9.758 10.006 10.200  9.539  9.710  9.764  9.770  2.683 
 1   7.69 -0.13  1.28208  0.418 3.825  4.373 10.55  0.036 0.00 14.274 14.264 14.453 14.217 14.197 14.244 14.335 13.476 13.289 13.264  1.282 
 1   7.69  0.11  1.22258  0.262 3.792  4.378  9.25  0.030 0.00 13.365 13.319 13.628 13.258 13.193 13.209 13.469 12.387 12.143 12.110  1.223 
 1   7.69  0.31  1.02972 -0.130 3.743  4.498  9.85  0.033 0.00 14.946 14.916 15.436 14.837 14.697 14.657 15.235 13.734 13.387 13.335  1.030 
 1   7.71 -0.17  5.00665  2.852 4.219  4.109  9.95  0.033 0.00  7.590  9.193  8.856  9.239  9.537  9.801  8.973  9.409  9.501  9.543  5.007 
 1   7.71 -0.07  1.37310  0.552 3.839  4.324 11.25  0.037 0.00 14.641 14.633 14.780 14.590 14.594 14.656 14.676 13.912 13.754 13.731  1.373 
 1   7.71  0.05  5.68818  3.102 4.221  3.923 10.65  0.036 0.00  7.665  9.258  8.916  9.304  9.604  9.869  9.039  9.481  9.575  9.618  5.688 
 1   7.71  0.07  1.45897  0.634 3.841  4.280 12.50  0.038 0.92 15.116 15.093 15.264 15.045 15.041 15.099 15.150 14.345 14.179 14.154  1.459 
 1   7.71  0.17  1.13924  0.091 3.770  4.430  8.65  0.026 0.91 12.659 12.616 13.045 12.545 12.434 12.414 12.856 11.531 11.220 11.176  1.139 
 1   7.71  0.35  1.08213 -0.026 3.756  4.467 11.55  0.037 0.85 15.979 15.958 16.485 15.878 15.735 15.692 16.293 14.762 14.405 14.351  1.082 
 1   7.73 -0.07  1.56716  0.810 3.883  4.302 10.80  0.036 0.86 13.094 13.107 13.171 13.074 13.124 13.214 13.093 12.511 12.400 12.379  1.567 
 1   7.73  0.07  1.58596  0.796 3.869  4.266  9.70  0.032 0.00 12.480 12.476 12.531 12.442 12.501 12.599 12.455 11.910 11.816 11.795  1.586 
 1   7.73  0.11  0.61381 -1.118 3.620  4.772  8.45  0.025 0.98 15.309 15.697 16.884 15.683 15.203 14.915 16.888 13.697 13.023 12.906  0.614 
 1   7.73  0.31  3.04052  1.925 4.062  4.192 12.30  0.038 0.00 12.257 12.921 12.642 12.953 13.211 13.416 12.726 12.948 13.010 13.025  3.041 
 1   7.75 -0.05  1.20009  0.256 3.799  4.402  7.75  0.020 0.00 11.880 11.840 12.112 11.783 11.727 11.749 11.966 10.939 10.704 10.674  1.200 
 1   7.75 -0.03  1.29224  0.415 3.817  4.348  9.00  0.028 0.00 12.732 12.702 12.917 12.651 12.623 12.664 12.790 11.885 11.686 11.660  1.292 
 1   7.75  0.11  1.48046  0.654 3.842  4.270 11.60  0.037 0.77 14.462 14.435 14.624 14.386 14.374 14.425 14.505 13.657 13.474 13.445  1.480 
 1   7.75  0.13  1.26660  0.334 3.800  4.353 11.35  0.037 0.00 15.285 15.243 15.526 15.183 15.129 15.153 15.375 14.345 14.118 14.086  1.267 
 1   7.75  0.19  3.32466  2.081 4.086  4.167 14.10  0.038 0.00 13.668 14.464 14.176 14.498 14.762 14.976 14.266 14.522 14.589 14.609  3.325 
 1   7.75  0.25  2.13988  1.312 3.959  4.239  8.75  0.027 0.99  9.518  9.676  9.499  9.685  9.881 10.046  9.515  9.485  9.506  9.494  2.140 
 1   7.75  0.29  0.92447 -0.362 3.712  4.560  7.10  0.017 0.00 12.776 12.785 13.435 12.701 12.513 12.433 13.257 11.440 11.010 10.946  0.924 
 1   7.75  0.37  1.23326  0.260 3.788  4.369 10.05  0.034 0.00 14.171 14.107 14.451 14.039 13.970 13.986 14.281 13.159 12.920 12.884  1.233 
 1   7.77 -0.11  1.36146  0.547 3.841  4.335  9.80  0.033 0.00 13.202 13.196 13.334 13.154 13.162 13.227 13.233 12.487 12.333 12.310  1.361 
 1   7.77 -0.11  1.58023  0.839 3.892  4.311 10.15  0.034 0.00 12.823 12.860 12.850 12.837 12.932 13.048 12.796 12.391 12.331 12.312  1.580 
 1   7.77 -0.05  3.20807  2.051 4.099  4.237 11.30  0.037 0.00 10.943 11.836 11.545 11.870 12.136 12.355 11.634 11.905 11.974 11.995  3.208 
 1   7.77  0.17  2.06568  1.255 3.950  4.245 12.75  0.038 0.76 14.083 14.187 14.090 14.180 14.323 14.458 14.074 13.840 13.807 13.790  2.066 
 1   7.77  0.27  5.13519  2.923 4.186  3.916 10.75  0.036 0.00  8.213  9.565  9.233  9.609  9.902 10.158  9.353  9.759  9.847  9.887  5.135 
 1   7.79  0.05  6.55241  3.678 3.745  1.503  9.55  0.031 0.00  5.124  5.075  5.549  5.002  4.873  4.833  5.314  3.922  3.605  3.547  6.552 
 1   7.79  0.17  1.12444  0.064 3.767  4.439  7.50  0.019 0.00 12.109 12.055 12.459 11.985 11.885 11.875 12.274 11.007 10.712 10.672  1.124 
 1   7.79  0.25  1.90902  1.112 3.922  4.239 11.80  0.038 0.00 13.789 13.849 13.755 13.841 13.990 14.134 13.732 13.526 13.514 13.496  1.909 
 1   7.81 -0.31  2.18860  1.471 4.029  4.368  9.30  0.030 0.00 10.392 10.916 10.664 10.944 11.183 11.373 10.723 10.873 10.923 10.927  2.189 
 1   7.81  0.01  3.35463  2.121 4.103  4.201 14.20  0.038 0.00 13.668 14.576 14.284 14.611 14.878 15.098 14.374 14.652 14.721 14.743  3.355 
 1   7.81  0.07  1.52769  0.724 3.856  4.268  7.10  0.017 0.00 10.061 10.033 10.123  9.993 10.033 10.120 10.035  9.411  9.295  9.274  1.528 
 1   7.81  0.07  1.13007  0.099 3.775  4.439  9.25  0.030 0.00 13.773 13.731 14.099 13.666 13.574 13.570 13.922 12.715 12.433 12.395  1.130 
 1   7.81  0.11  0.92632 -0.338 3.719  4.563  8.60  0.026 0.00 14.216 14.226 14.829 14.148 13.969 13.895 14.637 12.916 12.495 12.435  0.926 
 1   7.81  0.13  1.95513  1.168 3.937  4.256 12.35  0.038 0.75 13.924 14.003 13.935 13.991 14.116 14.242 13.908 13.604 13.553 13.534  1.955 
 1   7.81  0.33  1.21329  0.225 3.784  4.380 11.15  0.037 0.00 15.358 15.301 15.658 15.232 15.156 15.165 15.485 14.330 14.079 14.042  1.213 
 1   7.81  0.41  0.71671 -0.870 3.645  4.690  8.50  0.025 0.00 15.445 15.711 16.762 15.655 15.279 15.065 16.758 13.895 13.261 13.161  0.717 
 1   7.83 -0.27  2.49635  1.684 4.060  4.337 10.80  0.036 0.00 11.361 12.052 11.782 12.083 12.334 12.535 11.855 12.059 12.117 12.128  2.496 
 1   7.83 -0.07  0.86357 -0.440 3.712  4.607  7.00  0.016 0.99 12.140 12.165 12.785 12.091 11.897 11.811 12.602 10.815 10.365 10.303  0.864 
 1   7.83 -0.07  0.89871 -0.358 3.723  4.586  8.70  0.026 0.00 14.366 14.376 14.945 14.303 14.129 14.058 14.746 13.089 12.673 12.616  0.899 
 1   7.83 -0.07  2.93953  1.912 4.078  4.252 14.20  0.038 0.71 13.939 14.596 14.336 14.625 14.870 15.067 14.404 14.580 14.633 14.641  2.940 
 1   7.83  0.17  1.25866  0.311 3.796  4.355  9.60  0.032 0.99 12.855 12.805 13.109 12.744 12.683 12.703 12.951 11.886 11.651 11.618  1.259 
 1   7.83  0.21  1.07299 -0.043 3.754  4.472  9.60  0.032 0.00 14.477 14.440 14.905 14.365 14.242 14.214 14.708 13.315 12.989 12.943  1.073 
 1   7.83  0.41  1.11488  0.040 3.763  4.445  6.75  0.015 0.84 11.034 10.981 11.473 10.901 10.775 10.747 11.285  9.838  9.506  9.456  1.115 
 1   7.85 -0.15  3.86645  2.409 4.153  4.175 11.45  0.037 0.00 10.199 11.407 11.096 11.446 11.725 11.965 11.198 11.542 11.622 11.653  3.866 
 1   7.85 -0.13  1.08917  0.067 3.779  4.471  9.25  0.030 0.00 13.854 13.827 14.170 13.767 13.679 13.675 14.001 12.826 12.545 12.510  1.089 
 1   7.85 -0.03  2.10995  1.338 3.980  4.291 14.05  0.038 0.00 15.475 15.755 15.549 15.773 15.984 16.154 15.580 15.612 15.644 15.635  2.110 
 1   7.85  0.01  1.14161  0.140 3.782  4.431 10.70  0.036 0.00 15.121 15.088 15.428 15.027 14.944 14.946 15.259 14.103 13.832 13.796  1.142 
 1   7.85  0.13  0.99422 -0.189 3.738  4.524  7.65  0.020 0.80 12.574 12.587 13.171 12.511 12.334 12.262 12.992 11.285 10.856 10.794  0.994 
 1   7.85  0.19  4.49955  2.675 4.154  3.980 14.10  0.038 0.00 12.183 13.363 13.045 13.403 13.685 13.928 13.156 13.512 13.593 13.627  4.500 
 1   7.85  0.23  1.03394 -0.121 3.744  4.495  8.30  0.024 0.00 13.372 13.337 13.842 13.261 13.124 13.085 13.642 12.167 11.820 11.770  1.034 
 1   7.85  0.23  0.97053 -0.257 3.726  4.533  9.55  0.031 0.00 14.962 14.956 15.537 14.876 14.710 14.647 15.337 13.686 13.294 13.235  0.971 
 1   7.85  0.31  1.76962  0.974 3.895  4.237  9.75  0.032 0.00 12.085 12.086 12.070 12.061 12.169 12.295 12.016 11.650 11.605 11.586  1.770 
 1   7.85  0.43  0.69173 -0.933 3.638  4.709  5.65  0.010 0.92 12.167 12.502 13.625 12.477 12.032 11.771 13.625 10.570  9.909  9.802  0.692 
 1   7.87  0.13  1.66052  0.871 3.879  4.250  9.25  0.030 0.93 11.250 11.238 11.296 11.203 11.262 11.360 11.218 10.669 10.574 10.553  1.661 
 1   7.87  0.21  1.12426  0.058 3.765  4.438 10.60  0.036 0.00 15.224 15.183 15.603 15.112 15.006 14.991 15.414 14.117 13.818 13.776  1.124 
 1   7.87  0.27  1.46243  0.613 3.832  4.263  8.85  0.027 0.00 12.086 12.033 12.211 11.981 11.982 12.045 12.093 11.298 11.143 11.117  1.462 
 1   7.87  0.31  1.38390  0.506 3.818  4.290 11.55  0.037 0.00 15.056 15.002 15.234 14.944 14.920 14.968 15.098 14.195 14.012 13.983  1.384 
 1   7.87  0.57  0.91187 -0.391 3.708  4.567 10.20  0.034 0.73 15.710 15.794 16.549 15.715 15.475 15.354 16.398 14.303 13.811 13.731  0.912 
 1   7.89 -0.27  0.58725 -1.103 3.632  4.784  7.30  0.018 0.00 14.828 15.117 16.187 15.067 14.674 14.446 16.178 13.271 12.620 12.508  0.587 
 1   7.89 -0.17  0.97510 -0.163 3.752  4.543  9.95  0.033 0.81 14.780 14.792 15.296 14.725 14.568 14.510 15.109 13.565 13.168 13.114  0.975 
 1   7.89 -0.11  0.75962 -0.692 3.678  4.667  8.95  0.028 0.00 15.449 15.574 16.365 15.499 15.237 15.099 16.262 14.018 13.466 13.387  0.760 
 1   7.89 -0.09  0.82863 -0.522 3.701  4.628  8.90  0.028 0.71 14.740 14.846 15.574 14.777 14.526 14.396 15.419 13.335 12.810 12.729  0.829 
 1   7.89 -0.01  2.57878  1.676 4.035  4.258 11.80  0.038 0.00 12.380 12.925 12.667 12.954 13.197 13.387 12.733 12.895 12.947 12.953  2.579 
 1   7.89  0.03  0.89736 -0.385 3.715  4.582  9.60  0.032 0.76 15.058 15.134 15.813 15.061 14.839 14.729 15.648 13.696 13.199 13.126  0.897 
 1   7.89  0.05  1.48532  0.675 3.848  4.274 11.10  0.037 0.00 14.183 14.169 14.288 14.127 14.149 14.224 14.191 13.498 13.365 13.341  1.485 
 1   7.89  0.11  1.24531  0.303 3.797  4.364  7.65  0.020 0.00 11.662 11.607 11.895 11.547 11.491 11.515 11.742 10.704 10.472 10.440  1.245 
 1   7.89  0.21  4.51208  2.698 4.150  3.939 11.20  0.037 0.00  9.225 10.374 10.057 10.413 10.695 10.936 10.168 10.518 10.599 10.632  4.512 
