#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf J      H      Ks       Mact
 1   7.07 -0.37  0.86384 -0.331 3.740  4.612  8.70  0.026 0.00 14.297 14.300 14.777 14.236 14.085 14.033 14.579 13.104 12.729 12.678  0.864 
 1   7.15 -0.31  1.26534  0.423 3.838  4.417  8.85  0.027 0.00 12.563 12.571 12.712 12.530 12.530 12.590 12.612 11.844 11.679 11.657  1.265 
 1   7.15  0.55  1.24772  0.281 3.791  4.363 11.35  0.037 0.00 15.416 15.345 15.687 15.274 15.210 15.231 15.517 14.411 14.184 14.148  1.248 
 1   7.17 -0.17  2.15882  1.404 4.010  4.354  8.35  0.024 0.82  9.208  9.530  9.324  9.547  9.756  9.930  9.356  9.387  9.416  9.410  2.159 
 1   7.17 -0.09  1.35580  0.530 3.837  4.336  8.95  0.028 0.87 11.967 11.948 12.139 11.900 11.881 11.927 12.020 11.156 10.965 10.938  1.356 
 1   7.21  0.11  5.44398  2.875 4.233  4.177 10.65  0.036 0.00  8.232  9.889  9.543  9.937 10.241 10.513  9.667 10.129 10.226 10.272  5.444 
 1   7.23 -0.09  2.77112  1.793 4.073  4.324 10.70  0.036 0.94 10.356 11.062 10.788 11.094 11.348 11.552 10.864 11.080 11.140 11.153  2.771 
 1   7.23  0.21  2.22790  1.377 3.974  4.251 14.30  0.038 0.00 15.627 15.864 15.663 15.880 16.089 16.258 15.693 15.713 15.743 15.734  2.228 
 1   7.25  0.09  1.16102  0.146 3.780  4.421  9.05  0.029 0.00 13.455 13.411 13.764 13.346 13.262 13.263 13.591 12.417 12.146 12.109  1.161 
 1   7.27  0.11  1.51787  0.700 3.851  4.268  9.20  0.029 0.89 11.708 11.677 11.827 11.631 11.639 11.705 11.720 10.964 10.812 10.787  1.518 
 1   7.27  0.37  1.02278 -0.145 3.741  4.503 10.40  0.035 0.79 15.236 15.246 15.846 15.165 14.992 14.924 15.665 13.950 13.539 13.475  1.023 
 1   7.31 -0.35  2.41441  1.632 4.067  4.402 11.75  0.038 0.00 12.440 13.175 12.903 13.207 13.459 13.664 12.976 13.189 13.249 13.261  2.414 
 1   7.31  0.15  2.20257  1.365 3.976  4.264 11.85  0.038 0.93 12.601 12.807 12.622 12.819 13.019 13.184 12.642 12.627 12.651 12.639  2.203 
 1   7.31  0.25  1.27044  0.323 3.796  4.350 11.15  0.037 0.00 15.113 15.061 15.366 14.997 14.938 14.961 15.207 14.147 13.918 13.885  1.270 
 1   7.33 -0.19  1.10184  0.100 3.787  4.475 10.80  0.036 0.00 15.320 15.304 15.618 15.247 15.169 15.173 15.459 14.337 14.071 14.037  1.102 
 1   7.33 -0.11  1.20228  0.268 3.804  4.412 10.15  0.034 0.00 14.250 14.228 14.486 14.175 14.123 14.148 14.345 13.344 13.116 13.087  1.202 
 1   7.35 -0.37  1.11212  0.153 3.806  4.502  8.05  0.022 0.00 12.437 12.431 12.669 12.381 12.330 12.355 12.537 11.555 11.323 11.296  1.112 
 1   7.35  0.11  5.86290  3.031 4.249  4.116 11.65  0.037 0.00  8.843 10.595 10.242 10.644 10.952 11.228 10.370 10.851 10.952 11.000  5.863 
 1   7.37  0.17  2.18933  1.352 3.971  4.257 11.20  0.037 0.00 12.591 12.818 12.622 12.832 13.038 13.206 12.648 12.657 12.685 12.675  2.189 
 1   7.39 -0.01  1.60632  0.839 3.884  4.287 11.25  0.037 0.00 13.923 13.946 13.959 13.919 14.001 14.112 13.897 13.443 13.372 13.352  1.606 
 1   7.39  0.01  1.09934  0.034 3.770  4.471 10.05  0.034 0.74 14.497 14.491 14.933 14.424 14.296 14.260 14.759 13.348 12.989 12.940  1.099 
 1   7.39  0.29  1.04656 -0.098 3.747  4.489 10.40  0.035 0.00 15.415 15.383 15.885 15.305 15.171 15.135 15.683 14.221 13.883 13.833  1.047 
 1   7.41 -0.21  1.11066  0.120 3.791  4.474 10.65  0.036 0.97 14.440 14.426 14.738 14.369 14.291 14.294 14.579 13.459 13.192 13.159  1.111 
 1   7.41  0.07  3.85738  2.318 4.144  4.228 11.15  0.037 0.00 10.126 11.260 10.950 11.298 11.576 11.816 11.052 11.390 11.469 11.500  3.857 
 1   7.41  0.19  1.35928  0.467 3.814  4.306  8.15  0.023 0.00 11.753 11.697 11.931 11.640 11.611 11.655 11.795 10.876 10.682 10.653  1.359 
 1   7.45 -0.23  1.07726  0.063 3.785  4.493 11.45  0.037 0.77 15.789 15.790 16.166 15.730 15.622 15.600 15.999 14.719 14.395 14.352  1.077 
 1   7.45 -0.19  2.41032  1.592 4.044  4.351 14.20  0.038 0.00 14.989 15.596 15.334 15.625 15.871 16.066 15.401 15.578 15.632 15.640  2.410 
 1   7.45  0.01  1.26905  0.366 3.809  4.357 10.85  0.036 0.00 14.706 14.677 14.924 14.623 14.581 14.612 14.785 13.817 13.603 13.574  1.269 
 1   7.45  0.19  1.26678  0.319 3.796  4.351  9.15  0.029 0.00 13.121 13.068 13.367 13.006 12.947 12.969 13.211 12.156 11.925 11.892  1.267 
 1   7.45  0.19  5.18637  2.833 4.210  4.107 10.40  0.035 0.00  8.088  9.596  9.255  9.641  9.941 10.206  9.377  9.814  9.907  9.950  5.186 
 1   7.47  0.19  1.69280  0.894 3.880  4.240 10.75  0.036 0.00 13.285 13.283 13.308 13.252 13.332 13.442 13.241 12.772 12.701 12.680  1.693 
 1   7.49 -0.15  0.12894 -1.946 3.504  4.457  4.90  0.007 0.00 14.534 15.600 17.616 16.066 14.824 14.106 17.402 12.637 12.106 11.860  0.129 
 1   7.49  0.25  2.72060  1.718 4.033  4.233 10.40  0.035 0.00 10.875 11.392 11.130 11.420 11.667 11.859 11.200 11.369 11.423 11.430  2.721 
 1   7.51  0.05  1.31144  0.426 3.814  4.334 11.00  0.037 0.00 14.706 14.675 14.905 14.622 14.589 14.628 14.772 13.844 13.643 13.614  1.311 
 1   7.51  0.19  3.43002  2.119 4.100  4.200 11.10  0.037 0.89 10.030 10.836 10.547 10.870 11.134 11.350 10.637 10.896 10.963 10.983  3.430 
 1   7.51  0.23  1.16574  0.133 3.774  4.413  9.10  0.029 0.00 13.538 13.484 13.870 13.414 13.323 13.320 13.689 12.464 12.186 12.147  1.166 
 1   7.51  0.29  1.43874  0.579 3.828  4.275 12.00  0.038 0.00 15.324 15.275 15.471 15.221 15.213 15.272 15.347 14.516 14.353 14.325  1.439 
 1   7.51  0.37  1.52713  0.694 3.844  4.252 11.15  0.037 0.00 14.186 14.137 14.281 14.088 14.109 14.186 14.173 13.460 13.332 13.306  1.527 
 1   7.53 -0.05  2.76518  1.785 4.064  4.297 11.30  0.037 0.00 11.607 12.308 12.034 12.340 12.595 12.798 12.111 12.326 12.386 12.400  2.765 
 1   7.53 -0.03  0.96901 -0.223 3.738  4.545  9.70  0.032 0.81 14.680 14.706 15.277 14.633 14.456 14.382 15.094 13.406 12.975 12.915  0.969 
 1   7.53  0.01  1.20538  0.258 3.796  4.391 10.60  0.036 0.00 14.724 14.691 14.982 14.634 14.572 14.589 14.829 13.771 13.530 13.499  1.205 
 1   7.55 -0.15  1.24430  0.353 3.818  4.397 11.50  0.037 0.00 15.388 15.378 15.591 15.329 15.298 15.336 15.465 14.555 14.353 14.327  1.244 
 1   7.55  0.03  6.97248  3.448 4.272  3.869  8.40  0.025 0.00  4.549  6.438  6.074  6.489  6.805  7.089  6.208  6.725  6.830  6.883  6.972 
 1   7.55  0.41  1.54975  0.722 3.849  4.248 11.95  0.038 0.00 14.915 14.865 14.996 14.817 14.846 14.929 14.892 14.211 14.093 14.068  1.550 
 1   7.55  0.45  4.06840  2.414 4.145  4.159 10.90  0.036 0.00  9.635 10.731 10.412 10.771 11.055 11.300 10.526 10.880 10.963 10.996  4.068 
 1   7.57  0.19  2.68565  1.699 4.029  4.230  9.10  0.029 0.00  9.622 10.116  9.856 10.144 10.389 10.580  9.924 10.088 10.140 10.146  2.686 
 1   7.57  0.25  1.06969 -0.051 3.753  4.475  9.95  0.033 0.00 14.848 14.811 15.285 14.735 14.610 14.581 15.086 13.680 13.354 13.307  1.070 
 1   7.59 -0.31  0.75416 -0.637 3.692  4.665  9.20  0.029 0.94 14.956 15.067 15.807 14.997 14.746 14.616 15.672 13.551 13.015 12.938  0.754 
 1   7.59  0.15  1.12450  0.065 3.768  4.442 10.00  0.034 0.00 14.609 14.568 14.972 14.499 14.397 14.385 14.787 13.515 13.220 13.179  1.125 
 1   7.59  0.45  1.05611 -0.078 3.749  4.483  4.75  0.007 0.00  9.716  9.646 10.143  9.564  9.441  9.416  9.944  8.514  8.194  8.146  1.056 
 1   7.61  0.07  1.08367 -0.002 3.763  4.475 10.30  0.035 0.00 15.075 15.044 15.460 14.976 14.866 14.846 15.272 13.966 13.656 13.614  1.084 
 1   7.61  0.27  1.80065  1.010 3.902  4.237 10.30  0.035 0.00 12.545 12.562 12.524 12.541 12.660 12.791 12.479 12.155 12.121 12.101  1.801 
 1   7.63 -0.13  3.34690  2.126 4.122  4.272 14.25  0.038 0.00 13.705 14.735 14.437 14.772 15.042 15.271 14.530 14.833 14.905 14.930  3.347 
 1   7.63 -0.05  0.76727 -0.693 3.676  4.665  9.55  0.031 0.99 15.317 15.453 16.267 15.377 15.108 14.966 16.176 13.876 13.314 13.233  0.767 
 1   7.63  0.07  1.64591  0.865 3.883  4.268  9.45  0.031 0.80 11.712 11.707 11.777 11.672 11.722 11.811 11.697 11.105 10.990 10.967  1.646 
 1   7.63  0.09  1.80134  1.030 3.915  4.268  9.70  0.032 0.00 11.895 11.950 11.874 11.938 12.075 12.213 11.844 11.593 11.570 11.553  1.801 
 1   7.65 -0.05  1.26677  0.374 3.813  4.366 11.35  0.037 0.00 15.185 15.165 15.394 15.113 15.077 15.112 15.262 14.324 14.117 14.089  1.267 
 1   7.65 -0.01  1.25120  0.339 3.806  4.368 11.55  0.037 0.87 15.055 15.028 15.327 14.971 14.904 14.917 15.173 14.090 13.837 13.804  1.251 
 1   7.67 -0.15  1.16932  0.217 3.800  4.435  9.95  0.033 0.00 14.177 14.157 14.427 14.103 14.045 14.064 14.282 13.253 13.015 12.985  1.169 
 1   7.67 -0.13  0.99562 -0.135 3.754  4.531  8.80  0.027 0.78 13.616 13.624 14.122 13.556 13.402 13.346 13.940 12.403 12.007 11.952  0.996 
 1   7.67  0.05  1.25387  0.331 3.803  4.363 11.30  0.037 0.00 15.244 15.210 15.479 15.153 15.102 15.128 15.333 14.323 14.098 14.068  1.254 
 1   7.67  0.11  2.69910  1.722 4.038  4.244 11.15  0.037 0.00 11.615 12.166 11.904 12.195 12.442 12.634 11.974 12.146 12.199 12.207  2.699 
 1   7.67  0.17  1.64606  0.844 3.872  4.244  9.00  0.028 0.82 11.284 11.258 11.359 11.217 11.253 11.336 11.267 10.619 10.494 10.470  1.646 
 1   7.67  0.17  1.04385 -0.098 3.748  4.492 10.75  0.036 0.93 15.184 15.168 15.686 15.092 14.946 14.899 15.485 13.968 13.604 13.552  1.044 
 1   7.67  0.19  1.22445  0.244 3.787  4.375 10.30  0.035 0.00 14.459 14.411 14.747 14.347 14.273 14.283 14.580 13.451 13.200 13.164  1.224 
 1   7.69  0.01  2.72053  1.750 4.050  4.269 10.25  0.035 0.71 10.387 10.892 10.652 10.915 11.146 11.331 10.707 10.821 10.863 10.865  2.721 
 1   7.69  0.05  0.99956 -0.166 3.745  4.529  9.70  0.032 0.75 14.640 14.661 15.209 14.589 14.419 14.352 15.028 13.385 12.963 12.902  1.000 
 1   7.69  0.11  1.15966  0.144 3.779  4.419 10.85  0.036 0.00 15.259 15.220 15.581 15.155 15.068 15.067 15.406 14.218 13.944 13.907  1.160 
 1   7.69  0.17  1.62845  0.824 3.868  4.244 11.20  0.037 0.00 13.911 13.899 13.962 13.863 13.921 14.019 13.882 13.328 13.235 13.213  1.628 
 1   7.69  0.31  1.96057  1.158 3.931  4.242 14.50  0.038 0.87 15.893 15.940 15.874 15.925 16.057 16.192 15.842 15.567 15.538 15.520  1.961 
 1   7.71 -0.19  1.31136  0.485 3.838  4.368  9.20  0.029 0.00 12.758 12.756 12.901 12.713 12.715 12.776 12.799 12.030 11.867 11.845  1.311 
 1   7.71 -0.05  3.42950  2.160 4.118  4.232  9.35  0.030 0.93  8.121  9.065  8.768  9.100  9.369  9.594  8.860  9.151  9.222  9.246  3.429 
 1   7.71  0.05  0.58810 -1.174 3.615  4.789  7.50  0.019 0.71 14.850 15.297 16.552 15.322 14.767 14.429 16.540 13.190 12.547 12.414  0.588 
 1   7.71  0.05  0.81285 -0.595 3.683  4.621  7.55  0.019 0.00 13.807 13.905 14.679 13.827 13.579 13.453 14.565 12.386 11.855 11.778  0.813 
 1   7.71  0.07  1.26198  0.340 3.803  4.358 11.55  0.037 0.00 15.470 15.435 15.704 15.378 15.327 15.354 15.558 14.550 14.327 14.296  1.262 
 1   7.71  0.13  1.52720  0.709 3.850  4.260  8.20  0.023 0.79 10.892 10.854 11.015 10.806 10.809 10.871 10.905 10.120  9.954  9.927  1.527 
 1   7.71  0.15  3.34156  2.090 4.092  4.185 10.65  0.036 0.00 10.194 11.026 10.735 11.061 11.326 11.544 10.826 11.093 11.161 11.182  3.342 
 1   7.71  0.15  1.37360  0.499 3.819  4.300 11.00  0.037 0.76 14.274 14.238 14.504 14.180 14.134 14.161 14.362 13.354 13.126 13.092  1.374 
 1   7.71  0.17  2.07146  1.259 3.951  4.247  9.75  0.032 0.00 11.374 11.520 11.354 11.527 11.715 11.876 11.364 11.306 11.322 11.308  2.071 
 1   7.71  0.29  0.82771 -0.593 3.679  4.612  9.00  0.028 0.87 14.789 14.951 15.841 14.876 14.582 14.422 15.771 13.312 12.739 12.651  0.828 
 1   7.71  0.41  1.20225  0.204 3.782  4.387 11.55  0.037 0.78 15.537 15.491 15.918 15.416 15.313 15.301 15.739 14.423 14.124 14.078  1.202 
 1   7.73 -0.11  1.96536  1.242 3.971  4.318 11.25  0.037 0.00 12.916 13.159 12.967 13.174 13.376 13.543 12.989 12.989 13.015 13.005  1.965 
 1   7.73 -0.05  2.25738  1.453 4.004  4.302  8.80  0.027 0.00  9.937 10.323 10.086 10.346 10.575 10.757 10.135 10.240 10.283 10.281  2.257 
 1   7.75 -0.07  1.08202  0.028 3.771  4.475 10.20  0.034 0.00 14.901 14.875 15.252 14.812 14.711 14.699 15.072 13.834 13.536 13.497  1.082 
 1   7.75  0.01  0.38615 -1.673 3.574  4.941  6.10  0.012 0.71 14.613 15.268 16.781 15.442 14.624 14.138 16.672 12.836 12.273 12.083  0.386 
 1   7.75  0.09  4.57668  2.672 4.175  4.071  8.50  0.025 0.00  6.590  7.889  7.563  7.931  8.220  8.472  7.675  8.066  8.152  8.188  4.577 
 1   7.75  0.17  2.62225  1.669 4.022  4.223  8.90  0.028 0.00  9.497  9.958  9.702  9.985 10.226 10.415  9.766  9.917  9.967  9.972  2.622 
 1   7.75  0.31  0.62268 -1.108 3.620  4.766  6.35  0.013 0.83 13.410 13.869 15.106 13.908 13.337 12.994 15.090 11.747 11.082 10.958  0.623 
 1   7.75  0.57  5.55921  3.092 4.198  3.828 11.65  0.037 0.00  8.690 10.080  9.737 10.126 10.425 10.688  9.866 10.297 10.391 10.435  5.559 
 1   7.77 -0.29  1.10921  0.134 3.798  4.488  8.85  0.027 0.00 13.285 13.272 13.541 13.219 13.157 13.173 13.398 12.358 12.112 12.083  1.109 
 1   7.77 -0.01  1.76911  1.020 3.920  4.291 10.00  0.034 0.00 12.219 12.294 12.203 12.285 12.428 12.569 12.179 11.954 11.937 11.919  1.769 
 1   7.77 -0.01  2.26807  1.452 4.000  4.288 11.40  0.037 0.00 12.541 12.912 12.681 12.934 13.160 13.338 12.728 12.816 12.856 12.853  2.268 
 1   7.77  0.01  1.56295  0.780 3.870  4.278 11.35  0.037 0.00 14.169 14.176 14.229 14.143 14.202 14.298 14.154 13.608 13.513 13.492  1.563 
 1   7.77  0.05  1.73558  0.971 3.905  4.274  9.65  0.032 0.00 11.993 12.034 11.984 12.017 12.138 12.269 11.943 11.634 11.599 11.581  1.736 
 1   7.77  0.11  5.97507  3.283 4.197  3.663  9.80  0.033 0.80  6.081  7.487  7.155  7.531  7.824  8.078  7.274  7.682  7.770  7.810  5.975 
 1   7.79 -0.03  4.38364  2.605 4.173  4.111  8.85  0.027 0.00  7.107  8.412  8.089  8.453  8.739  8.989  8.198  8.580  8.665  8.699  4.384 
 1   7.79  0.05  0.84642 -0.513 3.695  4.606  8.40  0.025 0.00 14.452 14.517 15.224 14.439 14.216 14.108 15.071 13.072 12.579 12.509  0.846 
 1   7.79  0.15  3.84945  2.352 4.126  4.121 11.30  0.037 0.00 10.189 11.211 10.907 11.249 11.523 11.756 11.008 11.324 11.399 11.426  3.849 
 1   7.79  0.19  2.79995  1.786 4.039  4.201  8.75  0.027 0.00  9.056  9.599  9.331  9.628  9.878 10.073  9.404  9.589  9.645  9.654  2.800 
 1   7.79  0.25  0.77531 -0.722 3.663  4.646  7.55  0.019 0.00 14.126 14.299 15.222 14.225 13.920 13.754 15.178 12.633 12.045 11.956  0.775 
 1   7.79  0.43  0.80105 -0.657 3.670  4.626  9.90  0.033 0.98 15.599 15.758 16.671 15.678 15.384 15.228 16.613 14.119 13.556 13.468  0.801 
 1   7.81  0.09  2.48903  1.598 4.016  4.247 11.25  0.037 0.00 12.026 12.469 12.224 12.495 12.731 12.915 12.282 12.408 12.455 12.457  2.489 
 1   7.81  0.11  1.04383 -0.084 3.752  4.495  9.95  0.033 0.00 14.930 14.902 15.365 14.830 14.703 14.670 15.167 13.768 13.433 13.386  1.044 
 1   7.81  0.13  1.33075  0.439 3.813  4.319  9.10  0.029 0.84 12.384 12.339 12.621 12.280 12.227 12.251 12.472 11.440 11.207 11.174  1.331 
 1   7.81  0.15  1.63811  0.840 3.872  4.246  9.85  0.033 0.00 12.520 12.510 12.558 12.475 12.541 12.643 12.484 11.959 11.874 11.852  1.638 
 1   7.81  0.31  1.37325  0.489 3.816  4.296 10.75  0.036 0.96 13.651 13.595 13.851 13.535 13.500 13.541 13.707 12.755 12.559 12.529  1.373 
 1   7.81  0.45  0.94864 -0.307 3.719  4.546  7.40  0.018 0.00 12.937 12.924 13.556 12.837 12.663 12.596 13.369 11.621 11.222 11.160  0.949 
 1   7.83 -0.15  2.83595  1.865 4.077  4.281 10.75  0.036 0.00 10.857 11.635 11.355 11.668 11.926 12.135 11.436 11.672 11.735 11.751  2.836 
 1   7.83 -0.09  1.89515  1.166 3.955  4.315 10.50  0.035 0.00 12.356 12.535 12.367 12.544 12.731 12.892 12.377 12.321 12.337 12.323  1.895 
 1   7.83  0.05  1.40576  0.570 3.832  4.290  8.80  0.027 0.93 11.573 11.538 11.731 11.488 11.472 11.522 11.610 10.757 10.575 10.548  1.406 
 1   7.83  0.15  1.38706  0.520 3.822  4.293  9.10  0.029 0.00 12.569 12.524 12.731 12.471 12.453 12.503 12.605 11.736 11.555 11.528  1.387 
 1   7.85  0.05  0.95579 -0.258 3.732  4.550 10.35  0.035 0.00 15.765 15.764 16.305 15.690 15.530 15.472 16.104 14.523 14.134 14.080  0.956 
 1   7.85  0.07  1.79473  1.029 3.915  4.269 10.40  0.035 0.71 12.386 12.428 12.408 12.408 12.506 12.619 12.361 11.952 11.872 11.851  1.795 
 1   7.85  0.11  4.06562  2.471 4.140  4.082 12.50  0.038 0.00 11.093 12.199 11.889 12.237 12.515 12.751 11.993 12.326 12.404 12.434  4.066 
 1   7.85  0.21  1.17548  0.155 3.776  4.404 10.70  0.036 0.00 15.082 15.035 15.412 14.966 14.877 14.875 15.232 14.023 13.749 13.711  1.175 
 1   7.85  0.23  1.63478  0.827 3.866  4.236 12.00  0.038 0.00 14.704 14.685 14.755 14.647 14.703 14.800 14.673 14.108 14.014 13.991  1.635 
 1   7.85  0.33  3.88419  2.379 4.121  4.080 11.10  0.037 0.00  9.924 10.899 10.592 10.937 11.212 11.444 10.698 11.012 11.089 11.117  3.884 
 1   7.85  0.41  1.28301  0.351 3.799  4.338 10.90  0.036 0.00 14.793 14.726 15.032 14.660 14.608 14.637 14.872 13.832 13.617 13.584  1.283 
 1   7.87 -0.31  3.00797  2.010 4.111  4.296  9.60  0.032 0.00  9.344 10.317 10.023 10.352 10.620 10.843 10.112 10.398 10.468 10.491  3.008 
 1   7.87 -0.17  0.61463 -1.056 3.634  4.765  8.40  0.025 0.99 15.069 15.363 16.434 15.313 14.921 14.694 16.430 13.515 12.859 12.750  0.615 
 1   7.87 -0.13  1.62725  0.902 3.905  4.315  9.15  0.029 0.00 11.666 11.719 11.669 11.703 11.820 11.950 11.628 11.313 11.275 11.257  1.627 
 1   7.87 -0.07  1.33872  0.502 3.831  4.333 10.70  0.036 0.00 14.214 14.202 14.371 14.156 14.148 14.203 14.259 13.446 13.275 13.250  1.339 
 1   7.87  0.09  0.73482 -0.804 3.656  4.676  8.90  0.028 0.00 15.680 15.890 16.841 15.820 15.497 15.317 16.816 14.177 13.559 13.467  0.735 
 1   7.87  0.11  5.40343  3.112 4.168  3.676 10.50  0.035 0.00  7.490  8.752  8.430  8.793  9.078  9.322  8.545  8.916  8.998  9.034  5.403 
 1   7.87  0.11  1.18577  0.197 3.785  4.399 11.70  0.037 0.87 15.533 15.499 15.881 15.433 15.336 15.328 15.702 14.465 14.174 14.134  1.186 
 1   7.87  0.13  2.37915  1.512 3.997  4.236  9.65  0.032 0.00 10.640 10.982 10.751 11.004 11.231 11.408 10.799 10.886 10.927 10.923  2.379 
 1   7.87  0.21  1.03882 -0.111 3.745  4.492 10.85  0.036 0.00 15.898 15.873 16.374 15.797 15.660 15.620 16.173 14.702 14.355 14.305  1.039 
 1   7.87  0.23  0.98920 -0.214 3.732  4.522 10.10  0.034 0.00 15.405 15.393 15.951 15.314 15.157 15.102 15.750 14.154 13.776 13.720  0.989 
 1   7.87  0.25  0.92152 -0.369 3.711  4.561 10.00  0.034 0.00 15.691 15.719 16.374 15.636 15.443 15.358 16.195 14.359 13.923 13.858  0.922 
 1   7.87  0.25  1.05167 -0.085 3.748  4.485 10.30  0.035 0.00 15.283 15.250 15.742 15.174 15.042 15.008 15.541 14.097 13.761 13.712  1.052 
 1   7.87  0.31  1.78838  0.994 3.899  4.237  9.90  0.033 0.88 11.697 11.686 11.709 11.654 11.738 11.850 11.643 11.180 11.108 11.087  1.788 
 1   7.87  0.31  1.64533  0.839 3.868  4.235 10.75  0.036 0.00 13.423 13.397 13.463 13.359 13.421 13.522 13.381 12.835 12.747 12.725  1.645 
 1   7.87  0.41  1.34911  0.454 3.811  4.306  9.00  0.028 0.00 12.636 12.564 12.821 12.502 12.470 12.515 12.676 11.734 11.545 11.514  1.349 
 1   7.89 -0.01  1.17594  0.205 3.790  4.410 10.50  0.035 0.00 14.758 14.727 15.037 14.668 14.597 14.607 14.878 13.778 13.523 13.490  1.176 
 1   7.89  0.09  2.23736  1.414 3.983  4.253  8.60  0.026 0.00  9.836 10.112  9.896 10.131 10.348 10.522  9.933  9.987 10.022 10.015  2.237 
 1   7.89  0.09  1.45425  0.625 3.839  4.277 12.05  0.038 0.78 14.976 14.950 15.149 14.900 14.883 14.929 15.027 14.156 13.966 13.937  1.454 
 1   7.89  0.21  0.44968 -1.527 3.579  4.880  6.55  0.014 0.00 15.139 15.796 17.256 15.986 15.155 14.670 17.162 13.363 12.772 12.608  0.450 
 1   7.89  0.27  0.69763 -0.918 3.640  4.704  8.95  0.028 0.85 15.543 15.890 17.011 15.865 15.421 15.156 17.007 13.953 13.293 13.183  0.698 
 1   7.89  0.35  0.93333 -0.341 3.715  4.554  9.55  0.031 0.00 15.174 15.187 15.835 15.102 14.916 14.839 15.653 13.849 13.429 13.365  0.933 
 1   7.89  0.39  1.25203  0.296 3.793  4.356 10.75  0.036 0.00 14.779 14.715 15.043 14.647 14.584 14.606 14.877 13.788 13.558 13.523  1.252 
 1   7.91 -0.07  1.17244  0.211 3.794  4.419  8.95  0.028 0.00 13.192 13.160 13.451 13.103 13.038 13.054 13.299 12.233 11.986 11.955  1.172 
 1   7.91 -0.03  3.37553  2.154 4.105  4.179  9.35  0.030 0.00  8.736  9.652  9.356  9.687  9.955 10.177  9.448  9.733  9.804  9.826  3.376 
 1   7.91  0.05  1.61300  0.835 3.877  4.267  8.95  0.028 0.00 11.632 11.634 11.663 11.603 11.677 11.784 11.595 11.108 11.029 11.009  1.613 
 1   7.91  0.09  0.95136 -0.275 3.728  4.550  9.65  0.032 0.00 15.108 15.107 15.668 15.031 14.867 14.804 15.467 13.847 13.450 13.394  0.951 
 1   7.91  0.09  1.30230  0.406 3.810  4.333 10.70  0.036 0.00 14.455 14.419 14.665 14.363 14.324 14.359 14.526 13.568 13.360 13.331  1.302 
 1   7.93 -0.29  1.06884  0.063 3.789  4.504 10.60  0.036 0.00 15.212 15.205 15.510 15.150 15.072 15.075 15.354 14.242 13.975 13.942  1.069 
 1   7.93 -0.07  0.46862 -1.453 3.593  4.881  6.25  0.012 0.94 13.981 14.477 15.833 14.541 13.909 13.528 15.799 12.277 11.669 11.519  0.469 
 1   7.93 -0.01  0.44308 -1.525 3.585  4.896  6.85  0.015 0.00 15.433 15.984 17.388 16.087 15.389 14.970 17.334 13.702 13.107 12.949  0.443 
