#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf J      H      Ks       Mact
 1   9.23 -0.11  0.93064 -0.224 3.741  4.540 10.60  0.036 0.91 15.406 15.419 15.954 15.348 15.184 15.120 15.757 14.166 13.765 13.709  0.931 
 1   9.23 -0.11  1.07760  0.101 3.780  4.434 10.95  0.037 0.91 14.954 14.935 15.314 14.872 14.769 14.754 15.135 13.884 13.579 13.540  1.078 
 1   9.23 -0.11  1.32831  0.617 3.830  4.212 11.15  0.037 0.00 14.378 14.367 14.535 14.321 14.313 14.366 14.424 13.607 13.435 13.409  1.328 
 1   9.23 -0.11  1.24031  0.456 3.818  4.292 11.15  0.037 0.00 14.780 14.765 14.976 14.716 14.686 14.725 14.851 13.945 13.745 13.718  1.240 
 1   9.23 -0.11  1.17742  0.318 3.804  4.354 11.25  0.037 0.98 14.534 14.514 14.779 14.460 14.405 14.426 14.635 13.618 13.385 13.355  1.177 
 1   9.23 -0.11  1.14868  0.252 3.797  4.381 11.30  0.037 0.00 15.439 15.418 15.699 15.362 15.300 15.317 15.550 14.500 14.258 14.226  1.149 
 1   9.23 -0.11  1.80599  1.065 3.815  3.793 12.55  0.038 0.90 14.622 14.632 14.839 14.584 14.556 14.592 14.714 13.809 13.611 13.581  1.632 
 1   9.23 -0.09  0.41799 -1.568 3.585  4.913  6.05  0.011 0.00 14.739 15.269 16.669 15.358 14.682 14.276 16.617 13.015 12.425 12.264  0.418 
 1   9.23 -0.09  1.05015  0.040 3.772  4.452  9.50  0.031 1.00 13.419 13.392 13.765 13.329 13.230 13.218 13.586 12.354 12.057 12.019  1.050 
 1   9.23 -0.09  0.98642 -0.101 3.755  4.498 10.10  0.034 0.00 15.122 15.105 15.542 15.038 14.913 14.881 15.348 13.983 13.647 13.602  0.986 
 1   9.23 -0.09  1.19510  0.350 3.806  4.336 10.25  0.035 0.94 13.568 13.544 13.818 13.489 13.431 13.451 13.671 12.638 12.400 12.369  1.195 
 1   9.23 -0.09  1.54236  0.937 3.833  3.968 11.95  0.038 0.00 14.377 14.360 14.513 14.316 14.316 14.372 14.407 13.620 13.457 13.430  1.542 
 1   9.23 -0.09  1.21707  0.400 3.811  4.314 12.25  0.038 0.73 15.830 15.817 16.094 15.762 15.701 15.715 15.952 14.890 14.634 14.599  1.217 
 1   9.23 -0.07  1.30200  0.554 3.822  4.234  8.05  0.022 1.00 10.684 10.653 10.844 10.604 10.586 10.633 10.724  9.864  9.678  9.652  1.302 
 1   9.23 -0.07  1.12303  0.186 3.787  4.398  8.80  0.027 0.00 13.104 13.071 13.385 13.012 12.938 12.945 13.225 12.113 11.851 11.818  1.123 
 1   9.23 -0.07  1.47021  0.823 3.835  4.068  9.75  0.032 0.73 12.282 12.260 12.440 12.214 12.201 12.249 12.325 11.481 11.295 11.267  1.470 
 1   9.23 -0.07  0.82959 -0.486 3.704  4.605  9.85  0.033 0.88 15.372 15.465 16.184 15.390 15.154 15.035 16.037 13.984 13.468 13.394  0.830 
 1   9.23 -0.07  0.86662 -0.393 3.718  4.585 10.10  0.034 0.00 15.853 15.879 16.473 15.806 15.621 15.542 16.279 14.560 14.128 14.068  0.867 
 1   9.23 -0.07  1.70063  1.239 3.797  3.565 10.30  0.035 0.00 11.973 11.936 12.201 11.882 11.827 11.845 12.054 11.031 10.799 10.764  1.701 
 1   9.23 -0.07  1.64896  1.065 3.810  3.776 10.35  0.035 0.00 12.456 12.424 12.649 12.374 12.338 12.370 12.517 11.578 11.371 11.340  1.649 
 1   9.23 -0.07  1.46459  0.815 3.835  4.075 11.15  0.037 0.00 13.882 13.867 14.017 13.823 13.825 13.884 13.912 13.135 12.975 12.949  1.465 
 1   9.23 -0.07  1.35046  0.637 3.828  4.190 11.25  0.037 0.00 14.428 14.412 14.588 14.365 14.354 14.405 14.474 13.643 13.467 13.441  1.350 
 1   9.23 -0.07  1.40596  0.726 3.833  4.138 11.70  0.037 0.00 14.655 14.640 14.800 14.596 14.593 14.649 14.691 13.897 13.731 13.705  1.406 
 1   9.23 -0.07  1.61166  1.021 3.820  3.850 12.75  0.038 0.96 14.324 14.301 14.479 14.254 14.241 14.289 14.364 13.522 13.344 13.315  1.612 
 1   9.23 -0.05  0.85771 -0.422 3.713  4.590  8.55  0.025 0.88 13.909 13.972 14.648 13.897 13.680 13.576 14.488 12.547 12.057 11.987  0.858 
 1   9.23 -0.05  0.87366 -0.383 3.718  4.581  9.60  0.032 0.89 14.845 14.899 15.548 14.825 14.618 14.521 15.377 13.507 13.035 12.968  0.874 
 1   9.23 -0.05  1.06318  0.062 3.772  4.438  9.75  0.032 0.00 14.365 14.335 14.708 14.272 14.174 14.164 14.529 13.302 13.007 12.969  1.063 
 1   9.23 -0.05  1.06581  0.068 3.773  4.436 10.70  0.036 0.00 15.301 15.274 15.645 15.211 15.114 15.103 15.467 14.242 13.948 13.910  1.066 
 1   9.23 -0.05  1.01494 -0.044 3.760  4.474 10.85  0.036 0.00 15.731 15.711 16.132 15.644 15.527 15.501 15.941 14.613 14.289 14.246  1.015 
 1   9.23 -0.05  1.03885  0.009 3.766  4.456 10.85  0.036 0.83 15.247 15.239 15.689 15.172 15.041 15.004 15.503 14.093 13.740 13.692  1.039 
 1   9.23 -0.05  1.29995  0.543 3.820  4.234 11.15  0.037 0.00 14.561 14.540 14.745 14.491 14.466 14.509 14.621 13.733 13.540 13.513  1.300 
 1   9.23 -0.05  1.13143  0.202 3.788  4.388 11.40  0.037 0.00 15.664 15.637 15.953 15.579 15.504 15.511 15.792 14.678 14.417 14.383  1.131 
 1   9.23 -0.05  1.63767  1.043 3.813  3.807 11.60  0.037 0.00 13.762 13.731 13.949 13.681 13.650 13.684 13.819 12.898 12.697 12.666  1.638 
 1   9.23 -0.05  1.43947  0.769 3.832  4.101 12.10  0.038 0.00 14.947 14.930 15.092 14.885 14.881 14.937 14.982 14.183 14.017 13.990  1.439 
 1   9.23 -0.03  1.35654  0.631 3.824  4.180  8.10  0.023 0.00 11.293 11.258 11.444 11.209 11.194 11.244 11.326 10.478 10.296 10.270  1.357 
 1   9.23 -0.03  1.03561 -0.002 3.764  4.457 10.10  0.034 0.00 14.874 14.849 15.254 14.783 14.673 14.652 15.068 13.773 13.459 13.418  1.036 
 1   9.23 -0.03  1.30687  0.550 3.819  4.225 10.35  0.035 0.72 13.572 13.549 13.796 13.496 13.451 13.477 13.662 12.672 12.440 12.407  1.307 
 1   9.23 -0.03  0.90260 -0.318 3.726  4.562 10.40  0.035 0.88 15.506 15.546 16.162 15.472 15.278 15.191 15.980 14.194 13.743 13.679  0.903 
 1   9.23 -0.03  0.86117 -0.420 3.712  4.588 10.60  0.036 1.00 15.675 15.713 16.337 15.638 15.444 15.357 16.151 14.359 13.911 13.848  0.861 
 1   9.23 -0.03  1.67106  1.072 3.803  3.748 10.85  0.036 0.00 12.940 12.904 13.153 12.850 12.804 12.829 13.011 12.026 11.807 11.773  1.671 
 1   9.23 -0.03  1.01144 -0.056 3.758  4.476 11.00  0.037 0.74 15.700 15.710 16.195 15.642 15.494 15.443 16.015 14.506 14.115 14.061  1.011 
 1   9.23 -0.03  1.20223  0.348 3.802  4.323 11.95  0.038 0.00 15.851 15.824 16.092 15.768 15.715 15.737 15.946 14.929 14.699 14.669  1.202 
 1   9.23 -0.03  1.78190  1.707 3.683  2.661 11.95  0.038 0.00 12.452 12.557 13.313 12.483 12.239 12.109 13.028 11.034 10.517 10.433  1.782 
 1   9.23 -0.01  0.92120 -0.279 3.730  4.548  9.00  0.028 0.00 14.467 14.465 15.006 14.393 14.231 14.171 14.804 13.219 12.824 12.770  0.921 
 1   9.23 -0.01  1.45753  0.780 3.828  4.079  9.10  0.029 0.00 11.920 11.889 12.062 11.842 11.834 11.887 11.948 11.128 10.956 10.929  1.458 
 1   9.23 -0.01  1.27949  0.492 3.812  4.247  9.35  0.030 0.00 12.889 12.856 13.086 12.804 12.769 12.805 12.953 12.017 11.811 11.782  1.279 
 1   9.23 -0.01  0.97528 -0.146 3.746  4.504  9.55  0.031 0.00 14.685 14.668 15.143 14.598 14.461 14.420 14.944 13.504 13.149 13.101  0.975 
 1   9.23 -0.01  0.89294 -0.349 3.721  4.570 10.05  0.034 0.00 15.693 15.710 16.290 15.635 15.459 15.385 16.092 14.412 13.993 13.934  0.893 
 1   9.23 -0.01  1.54839  0.910 3.825  3.963 10.15  0.034 0.00 12.645 12.614 12.795 12.566 12.554 12.603 12.679 11.838 11.661 11.632  1.548 
 1   9.23 -0.01  1.24451  0.428 3.807  4.279 10.90  0.036 0.00 14.600 14.571 14.821 14.518 14.473 14.502 14.681 13.704 13.485 13.456  1.245 
 1   9.23 -0.01  1.49716  0.838 3.828  4.032 11.20  0.037 0.97 13.191 13.166 13.342 13.120 13.110 13.162 13.227 12.401 12.228 12.201  1.497 
 1   9.23 -0.01  1.23591  0.412 3.806  4.286 11.25  0.037 0.87 14.568 14.539 14.830 14.482 14.418 14.433 14.677 13.612 13.365 13.332  1.236 
 1   9.23 -0.01  1.05812  0.047 3.769  4.436 11.35  0.037 0.00 16.001 15.975 16.365 15.910 15.807 15.792 16.181 14.922 14.619 14.579  1.058 
 1   9.23 -0.01  1.38496  0.669 3.824  4.151 12.85  0.038 0.84 15.575 15.549 15.771 15.498 15.467 15.503 15.641 14.718 14.514 14.485  1.385 
 1   9.23  0.01  1.37793  0.652 3.821  4.157  7.85  0.021 0.00 10.991 10.950 11.144 10.900 10.883 10.931 11.023 10.162  9.977  9.950  1.378 
 1   9.23  0.01  0.69831 -0.870 3.647  4.686  8.55  0.025 0.00 15.496 15.740 16.736 15.675 15.329 15.133 16.731 13.973 13.329 13.232  0.698 
 1   9.23  0.01  1.00434 -0.090 3.755  4.494  9.15  0.029 0.87 13.723 13.715 14.212 13.644 13.498 13.450 14.020 12.518 12.141 12.090  1.004 
 1   9.23  0.01  1.64531  1.027 3.809  3.808  9.55  0.031 0.00 11.753 11.711 11.943 11.659 11.622 11.655 11.808 10.863 10.656 10.624  1.645 
 1   9.23  0.01  1.55672  0.916 3.823  3.952  9.80  0.033 0.00 12.281 12.247 12.434 12.198 12.183 12.231 12.315 11.463 11.283 11.255  1.557 
 1   9.23  0.01  1.06873  0.057 3.771  4.438  9.85  0.033 0.00 14.477 14.444 14.826 14.380 14.280 14.269 14.645 13.404 13.107 13.068  1.069 
 1   9.23  0.01  1.32408  0.564 3.816  4.207  9.90  0.033 0.00 13.259 13.228 13.445 13.177 13.148 13.189 13.316 12.409 12.211 12.183  1.324 
 1   9.23  0.01  1.05518  0.027 3.767  4.450  9.90  0.033 0.00 14.603 14.572 14.967 14.507 14.402 14.387 14.783 13.515 13.210 13.170  1.055 
 1   9.23  0.01  1.22886  0.396 3.803  4.290 11.00  0.037 0.00 14.780 14.749 15.012 14.693 14.643 14.668 14.868 13.863 13.638 13.608  1.229 
 1   9.23  0.01  1.59320  0.964 3.818  3.896 11.10  0.037 0.78 13.183 13.150 13.364 13.099 13.072 13.110 13.236 12.329 12.133 12.103  1.593 
 1   9.23  0.01  1.48812  0.819 3.826  4.041 11.15  0.037 0.00 13.872 13.844 14.026 13.796 13.785 13.835 13.909 13.071 12.896 12.868  1.488 
 1   9.23  0.01  1.25339  0.441 3.807  4.269 11.15  0.037 0.00 14.817 14.787 15.037 14.732 14.688 14.718 14.897 13.920 13.703 13.673  1.253 
 1   9.23  0.01  1.23704  0.412 3.805  4.283 11.30  0.037 0.93 14.495 14.464 14.746 14.407 14.348 14.367 14.596 13.552 13.314 13.282  1.237 
 1   9.23  0.01  1.35084  0.608 3.819  4.183 11.35  0.037 0.00 14.599 14.572 14.780 14.521 14.497 14.540 14.654 13.764 13.572 13.544  1.351 
 1   9.23  0.01  1.42586  0.726 3.825  4.110 11.40  0.037 0.00 14.354 14.327 14.515 14.279 14.264 14.313 14.396 13.547 13.367 13.340  1.426 
 1   9.23  0.01  1.47875  0.805 3.826  4.052 12.05  0.038 0.74 14.611 14.583 14.794 14.532 14.506 14.546 14.668 13.764 13.565 13.535  1.479 
 1   9.23  0.03  0.61757 -1.086 3.624  4.756  8.30  0.024 0.86 15.275 15.661 16.855 15.646 15.167 14.877 16.861 13.659 12.990 12.870  0.618 
 1   9.23  0.03  0.66921 -0.950 3.638  4.712  8.70  0.026 0.93 15.232 15.542 16.632 15.494 15.093 14.858 16.639 13.669 13.001 12.894  0.669 
 1   9.23  0.03  0.90122 -0.340 3.721  4.563  8.95  0.028 0.00 14.570 14.580 15.163 14.505 14.329 14.257 14.966 13.284 12.866 12.808  0.901 
 1   9.23  0.03  0.97997 -0.152 3.746  4.511  9.10  0.029 0.00 14.249 14.228 14.706 14.156 14.020 13.980 14.507 13.064 12.710 12.662  0.980 
 1   9.23  0.03  0.79684 -0.605 3.682  4.620  9.70  0.032 0.88 15.504 15.662 16.508 15.589 15.305 15.152 16.423 14.048 13.471 13.386  0.797 
 1   9.23  0.03  0.87337 -0.411 3.711  4.579 10.05  0.034 0.00 15.846 15.883 16.515 15.807 15.611 15.524 16.331 14.524 14.076 14.013  0.873 
 1   9.23  0.03  1.77292  1.679 3.678  2.665 10.25  0.035 0.92 10.616 10.704 11.358 10.633 10.419 10.307 11.114  9.255  8.756  8.672  1.773 
 1   9.23  0.03  1.30249  0.522 3.812  4.226 10.55  0.036 0.00 14.015 13.983 14.215 13.930 13.895 13.930 14.081 13.143 12.938 12.909  1.302 
 1   9.23  0.03  1.95377  0.801 3.824  4.051 10.70  0.036 0.76 13.223 13.415 13.588 13.369 13.360 13.412 13.476 12.650 12.474 12.447  1.480 
 1   9.23  0.03  1.64728  1.022 3.808  3.810 10.80  0.036 0.00 13.014 12.975 13.214 12.922 12.883 12.914 13.075 12.119 11.911 11.878  1.647 
 1   9.23  0.03  1.02808 -0.039 3.759  4.473 11.25  0.037 0.82 15.783 15.780 16.267 15.710 15.567 15.521 16.080 14.591 14.218 14.166  1.028 
 1   9.23  0.03  1.34388  0.591 3.817  4.190 11.30  0.037 0.00 14.592 14.563 14.779 14.511 14.484 14.525 14.650 13.746 13.551 13.522  1.344 
 1   9.23  0.03  1.84861  3.918 3.868  0.918 11.40  0.037 0.00  6.375  6.323  6.246  6.315  6.446  6.453  6.244  5.855  5.794  5.766  0.953 
 1   9.23  0.03  1.21458  0.363 3.799  4.303 11.45  0.037 0.00 15.313 15.279 15.558 15.222 15.166 15.187 15.408 14.376 14.143 14.112  1.215 
 1   9.23  0.03  1.52471  0.865 3.824  3.998 11.75  0.038 0.00 14.358 14.327 14.516 14.279 14.264 14.312 14.397 13.545 13.367 13.338  1.525 
 1   9.23  0.03  1.34223  0.588 3.817  4.191 13.00  0.038 0.87 15.867 15.837 16.083 15.783 15.742 15.773 15.945 14.977 14.762 14.731  1.342 
 1   9.23  0.03  1.59934  0.965 3.816  3.889 13.20  0.038 0.77 15.305 15.271 15.494 15.219 15.188 15.224 15.362 14.438 14.238 14.208  1.599 
 1   9.23  0.03  1.63121  1.004 3.811  3.838 13.25  0.038 0.00 15.511 15.474 15.702 15.422 15.388 15.423 15.568 14.634 14.432 14.400  1.631 
 1   9.23  0.05  0.73909 -0.766 3.660  4.660  6.20  0.012 0.00 12.886 13.063 13.975 12.991 12.686 12.519 13.935 11.394 10.790 10.702  0.739 
 1   9.23  0.05  1.21296  0.354 3.798  4.305  9.35  0.030 0.00 13.235 13.194 13.477 13.135 13.078 13.099 13.325 12.286 12.052 12.021  1.213 
 1   9.23  0.05  0.88539 -0.385 3.714  4.571  9.95  0.033 0.00 15.682 15.711 16.332 15.635 15.445 15.362 16.144 14.370 13.932 13.869  0.885 
 1   9.23  0.05  1.88160  2.256 4.177  3.900 10.30  0.035 0.94  9.177 10.121 10.162 10.108 10.106 10.106 10.174  9.189  8.754  8.679  1.158 
 1   9.23  0.05  1.53901  0.878 3.822  3.980 10.55  0.036 0.00 13.126 13.090 13.286 13.041 13.024 13.070 13.164 12.300 12.119 12.090  1.539 
 1   9.23  0.05  1.31377  0.535 3.812  4.216 10.70  0.036 0.00 14.133 14.099 14.334 14.046 14.011 14.047 14.198 13.259 13.055 13.026  1.314 
 1   9.23  0.05  1.09677  0.109 3.774  4.413 10.70  0.036 0.82 14.873 14.852 15.275 14.784 14.668 14.643 15.093 13.750 13.420 13.375  1.097 
 1   9.23  0.05  0.97732 -0.163 3.744  4.511 11.00  0.037 0.78 15.904 15.928 16.485 15.856 15.684 15.615 16.302 14.645 14.222 14.161  0.977 
 1   9.23  0.05  1.83739  2.319 3.634  1.864 11.20  0.037 0.00 10.173 10.482 11.535 10.424 10.062  9.837 11.236  8.613  7.938  7.813  1.837 
 1   9.23  0.05  1.18365  0.295 3.792  4.331 11.80  0.038 0.00 15.831 15.797 16.102 15.737 15.670 15.684 15.944 14.860 14.613 14.580  1.184 
 1   9.23  0.05  1.35146  0.597 3.816  4.183 12.65  0.038 0.00 15.927 15.896 16.116 15.844 15.816 15.856 15.986 15.076 14.880 14.851  1.351 
 1   9.23  0.07  0.71883 -0.825 3.652  4.673  7.80  0.021 0.96 13.970 14.209 15.205 14.145 13.798 13.602 15.197 12.444 11.805 11.709  0.719 
 1   9.23  0.07  1.47932  0.786 3.822  4.054 10.45  0.035 0.00 13.254 13.218 13.417 13.168 13.150 13.197 13.293 12.427 12.245 12.217  1.479 
 1   9.23  0.07  0.97149 -0.181 3.740  4.514 10.50  0.035 0.00 15.722 15.711 16.219 15.638 15.492 15.444 16.018 14.515 14.148 14.097  0.971 
 1   9.23  0.07  1.19875  0.319 3.794  4.318 10.65  0.036 0.76 14.403 14.374 14.721 14.312 14.226 14.224 14.559 13.369 13.084 13.044  1.199 
 1   9.23  0.07  2.32775  1.680 3.677  2.665 10.70  0.036 0.77 11.269 11.389 12.187 11.312 11.057 10.918 11.901  9.825  9.296  9.206  1.790 
 1   9.23  0.07  1.46505  0.765 3.821  4.070 10.80  0.036 0.00 13.657 13.622 13.822 13.571 13.553 13.599 13.698 12.829 12.646 12.618  1.465 
 1   9.23  0.07  1.76102  2.087 3.640  2.101 10.90  0.036 0.00 10.454 10.734 11.748 10.672 10.325 10.113 11.462  8.908  8.253  8.134  1.761 
 1   9.23  0.07  1.04559 -0.009 3.761  4.456 10.95  0.037 0.00 15.743 15.715 16.141 15.646 15.532 15.509 15.950 14.624 14.307 14.264  1.046 
 1   9.23  0.07  1.23432  0.389 3.800  4.286 11.85  0.038 0.00 15.646 15.609 15.888 15.552 15.496 15.519 15.738 14.710 14.481 14.449  1.234 
 1   9.23  0.07  1.40741  0.679 3.819  4.130 12.30  0.038 0.00 15.373 15.339 15.550 15.288 15.265 15.309 15.423 14.534 14.345 14.317  1.407 
 1   9.23  0.09  0.83750 -0.516 3.694  4.597  8.50  0.025 0.00 14.560 14.629 15.351 14.550 14.323 14.213 15.204 13.171 12.675 12.603  0.837 
 1   9.23  0.09  0.79371 -0.627 3.678  4.621  9.45  0.031 0.00 15.788 15.912 16.724 15.833 15.570 15.433 16.627 14.350 13.802 13.722  0.794 
 1   9.23  0.09  1.33389  0.556 3.811  4.199  9.60  0.032 0.00 12.981 12.939 13.176 12.885 12.850 12.887 13.040 12.099 11.896 11.867  1.334 
 1   9.23  0.09  1.19835  0.313 3.792  4.319  9.75  0.032 0.00 13.738 13.696 14.003 13.635 13.570 13.585 13.844 12.762 12.518 12.485  1.198 
 1   9.23  0.09  1.71407  1.079 3.791  3.703  9.90  0.033 0.85 11.559 11.514 11.784 11.456 11.406 11.429 11.634 10.620 10.396 10.362  1.714 
 1   9.23  0.09  1.59226  0.935 3.814  3.908 10.25  0.035 0.00 12.682 12.639 12.861 12.587 12.559 12.598 12.729 11.816 11.623 11.592  1.592 
 1   9.23  0.09  1.45722  0.747 3.820  4.080 10.65  0.036 0.77 13.307 13.269 13.506 13.215 13.180 13.214 13.370 12.424 12.216 12.185  1.457 
 1   9.23  0.09  1.34530  0.575 3.813  4.189 11.00  0.037 0.87 13.895 13.858 14.120 13.801 13.754 13.782 13.976 12.981 12.761 12.729  1.345 
 1   9.23  0.09  0.95250 -0.230 3.733  4.526 11.05  0.037 0.91 15.866 15.882 16.468 15.806 15.631 15.559 16.275 14.586 14.170 14.110  0.952 
 1   9.23  0.09  1.18116  0.279 3.789  4.334 11.15  0.037 0.00 15.221 15.183 15.503 15.122 15.050 15.061 15.340 14.232 13.981 13.946  1.181 
 1   9.23  0.09  1.88890  2.019 4.249  4.399 11.15  0.037 0.00 10.872 12.631 12.281 12.680 12.988 13.267 12.405 12.887 12.987 13.035  1.094 
 1   9.23  0.09  1.54965  0.879 3.819  3.970 11.25  0.037 0.00 13.823 13.784 13.994 13.733 13.711 13.754 13.866 12.979 12.793 12.763  1.550 
 1   9.23  0.09  1.29967  0.499 3.808  4.229 11.35  0.037 0.00 14.872 14.834 15.087 14.778 14.736 14.768 14.945 13.972 13.761 13.730  1.300 
 1   9.23  0.09  1.28847  0.480 3.806  4.239 11.40  0.037 0.00 14.970 14.932 15.190 14.876 14.831 14.861 15.046 14.064 13.849 13.818  1.288 
 1   9.23  0.09  1.80289  1.687 3.677  2.660 11.70  0.037 0.80 12.139 12.243 12.961 12.169 11.937 11.812 12.701 10.740 10.229 10.141  1.803 
 1   9.23  0.09  1.99128  0.932 3.815  3.912 12.20  0.038 0.80 14.627 14.598 14.818 14.546 14.518 14.558 14.687 13.776 13.583 13.552  1.590 
 1   9.23  0.09  1.36515  0.606 3.815  4.171 12.50  0.038 0.00 15.754 15.718 15.947 15.665 15.634 15.673 15.813 14.890 14.693 14.664  1.365 
 1   9.23  0.09  1.65944  1.016 3.803  3.802 12.70  0.038 0.00 14.931 14.887 15.145 14.831 14.785 14.812 15.000 14.010 13.795 13.762  1.659 
 1   9.23  0.11  1.09712  0.094 3.770  4.412  8.25  0.024 0.82 12.468 12.437 12.877 12.367 12.246 12.219 12.695 11.319 10.983 10.936  1.097 
 1   9.23  0.11  1.41448  0.677 3.817  4.124  9.10  0.029 0.00 12.178 12.133 12.351 12.079 12.054 12.098 12.220 11.321 11.130 11.101  1.414 
 1   9.23  0.11  1.80471  1.683 3.676  2.660 10.15  0.034 0.82 10.588 10.690 11.405 10.615 10.384 10.260 11.148  9.188  8.678  8.589  1.805 
 1   9.23  0.11  0.98890 -0.150 3.743  4.500 10.45  0.035 0.00 15.594 15.577 16.078 15.503 15.362 15.318 15.877 14.394 14.036 13.986  0.989 
 1   9.23  0.11  1.59687  0.934 3.813  3.904 10.45  0.035 0.97 12.212 12.169 12.391 12.116 12.089 12.129 12.258 11.348 11.156 11.125  1.597 
 1   9.23  0.11  1.25042  0.407 3.800  4.272 11.15  0.037 0.86 14.501 14.462 14.782 14.401 14.330 14.341 14.620 13.510 13.257 13.221  1.250 
 1   9.23  0.11  1.29371  0.483 3.805  4.234 11.50  0.037 0.90 14.562 14.523 14.811 14.464 14.407 14.428 14.658 13.615 13.382 13.349  1.294 
 1   9.23  0.11  1.77483  1.672 3.672  2.648 11.50  0.037 0.00 12.090 12.229 13.061 12.153 11.886 11.737 12.778 10.629 10.085  9.991  1.775 
 1   9.23  0.11  1.84320  1.881 3.662  2.419 11.70  0.037 0.85 11.664 11.818 12.607 11.747 11.484 11.335 12.346 10.221  9.665  9.566  1.843 
 1   9.23  0.11  1.11481  0.134 3.774  4.396 11.85  0.038 0.93 15.726 15.692 16.097 15.624 15.519 15.504 15.911 14.631 14.330 14.289  1.115 
 1   9.23  0.11  1.72454  1.092 3.790  3.688 11.90  0.038 0.00 13.941 13.894 14.202 13.834 13.768 13.780 14.039 12.953 12.711 12.673  1.725 
 1   9.23  0.11  1.81506  1.696 3.676  2.650 13.45  0.038 0.00 13.980 14.104 14.915 14.026 13.768 13.627 14.627 12.530 12.000 11.909  1.815 
 1   9.23  0.13  1.28501  0.462 3.803  4.242  7.95  0.022 0.97 10.885 10.830 11.104 10.771 10.721 10.748 10.955  9.944  9.722  9.691  1.285 
 1   9.23  0.13  0.85477 -0.481 3.697  4.585  8.60  0.026 0.00 14.573 14.631 15.338 14.551 14.332 14.227 15.181 13.195 12.712 12.642  0.855 
 1   9.23  0.13  0.77547 -0.685 3.669  4.634  9.10  0.029 0.00 15.583 15.738 16.609 15.662 15.376 15.223 16.541 14.117 13.543 13.458  0.775 
 1   9.23  0.13  0.80141 -0.616 3.678  4.616  9.15  0.029 0.00 15.461 15.582 16.397 15.502 15.240 15.104 16.300 14.022 13.477 13.397  0.801 
 1   9.23  0.13  0.92484 -0.307 3.721  4.542  9.55  0.031 0.00 15.086 15.095 15.688 15.017 14.841 14.771 15.491 13.797 13.385 13.326  0.925 
 1   9.23  0.13  1.20758  0.321 3.791  4.311  9.75  0.032 0.00 13.718 13.673 13.986 13.611 13.544 13.559 13.825 12.735 12.491 12.457  1.208 
 1   9.23  0.13  1.03452 -0.048 3.754  4.463  9.85  0.033 0.00 14.741 14.710 15.167 14.638 14.514 14.485 14.970 13.586 13.257 13.211  1.035 
 1   9.23  0.13  0.83360 -0.535 3.689  4.598 10.05  0.034 0.81 15.807 15.952 16.774 15.880 15.603 15.453 16.664 14.361 13.803 13.718  0.834 
 1   9.23  0.13  1.35242  0.574 3.810  4.183 10.10  0.034 0.00 13.436 13.392 13.635 13.336 13.300 13.336 13.496 12.548 12.345 12.314  1.352 
 1   9.23  0.13  1.21016  0.326 3.792  4.308 10.10  0.034 0.00 14.056 14.011 14.323 13.950 13.883 13.899 14.162 13.075 12.832 12.798  1.210 
 1   9.23  0.13  1.00397 -0.119 3.746  4.488 10.60  0.036 0.00 15.668 15.646 16.137 15.573 15.436 15.396 15.936 14.479 14.130 14.081  1.004 
 1   9.23  0.13  1.09951  0.094 3.770  4.410 10.65  0.036 0.00 15.184 15.146 15.542 15.078 14.978 14.967 15.358 14.100 13.807 13.767  1.100 
 1   9.23  0.13  1.04650 -0.022 3.757  4.453 11.05  0.037 0.00 15.875 15.845 16.291 15.774 15.654 15.627 16.097 14.734 14.411 14.366  1.046 
 1   9.23  0.13  1.50617  0.806 3.818  4.027 11.45  0.037 0.89 13.728 13.686 13.915 13.632 13.603 13.643 13.780 12.861 12.666 12.636  1.506 
 1   9.23  0.13  1.59767  0.928 3.812  3.905 12.20  0.038 0.72 14.467 14.424 14.677 14.367 14.326 14.357 14.534 13.559 13.349 13.316  1.598 
 1   9.23  0.13  1.58633  0.914 3.813  3.922 12.55  0.038 0.90 14.525 14.482 14.711 14.428 14.399 14.438 14.576 13.655 13.461 13.430  1.586 
 1   9.23  0.15  0.89021 -0.397 3.708  4.563  9.55  0.031 0.00 15.312 15.347 16.004 15.267 15.068 14.979 15.825 13.974 13.525 13.459  0.890 
 1   9.23  0.15  1.07717  0.041 3.763  4.428 10.25  0.035 0.99 14.197 14.161 14.590 14.091 13.979 13.959 14.399 13.076 12.766 12.722  1.077 
 1   9.23  0.15  1.13536  0.168 3.776  4.376 10.45  0.035 0.00 14.800 14.757 15.129 14.690 14.600 14.597 14.950 13.744 13.467 13.429  1.135 
 1   9.23  0.15  1.45865  0.730 3.816  4.080 10.70  0.036 0.00 13.644 13.601 13.826 13.546 13.519 13.561 13.692 12.782 12.592 12.561  1.459 
 1   9.23  0.15  1.11674  0.127 3.772  4.393 11.05  0.037 0.90 15.023 14.990 15.417 14.920 14.808 14.787 15.228 13.903 13.591 13.547  1.117 
 1   9.23  0.15  1.19470  0.289 3.788  4.323 11.35  0.037 0.00 15.398 15.355 15.685 15.292 15.219 15.229 15.519 14.397 14.146 14.110  1.195 
 1   9.23  0.15  1.88179  2.933 4.160  3.026 12.00  0.038 0.74  9.433 10.631 10.320 10.668 10.943 11.173 10.434 10.758 10.825 10.858  0.860 
